source_row,raw_unit,canonical_label,raw_occurrences,distinct_nonblank_corrections,mapping_status,canonical_unit_uri,external_mapping_status,recommended_disposition
441,kg dry matter/kg N,kg DM/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
442,kg dry matter/m3,kg DM/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
443,kg DW/mm,kg DW/mm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
444,kg eq/MJ,kg eq/MJ,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
445,kg equivalent yield/kg N applied,kg equivalent yield/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
446,kg equivalent yield/kg P applied,kg equivalent yield/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
447,kg Eviscerated,kg eviscerated,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
448,kg fuelwood/kg cooked food,kg fuelwood/kg food cooked,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
449,kg fuelwood/kg food cooked,kg fuelwood/kg food cooked,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
450,kg gain/m3 precipitation,kg grain/m3 rain,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
451,kg garin/ kg k applied,kg grain/kg K,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
452,kg garin/ kg P applied,kg grain/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
453,kg grain /m3,kg grain/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
454,Kg grain kg/N applied,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
455,kg grain per kg N applied,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
456,kg grain/kg,kg grain/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
457,kg grain/kg K,kg grain/kg K,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
458,kg grain/kg N,kg grain/kg N,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
459,kg grain/kg N applied,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
460,kg grain/kg NPK,kg grain/kg NPK,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
461,kg grain/kg of N,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
462,kg grain/kg P,kg grain/kg P,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
463,kg grain/kg P applied,kg grain/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
464,kg grain/kg P ha applied,kg grain/kg P/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
465,kg grain/kgN,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
466,kg grain/N applied,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
467,Kg grains/kg,kg grain/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
468,kg greasy wool/year,kg greasy wool/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
469,kg Hot carcass,kg hot carcass,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
470,kg K uptake/kg K applied,kg K uptake/kg K,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
471,kg K used/kg K applied,kg K used/kg K,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
472,kg marketable yield/ha/cm,kg marketable yield/ha/cm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
473,kg N uptake/ kg N applied,kg N uptake/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
474,kg N uptake/kg N applied,kg N uptake/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
475,kg N used/kg N applied,kg N used/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
476,kg N/ ha/yr,kg N/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
477,kg N/ha,kg N/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
478,kg N/ha/yr,kg N/ha/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
479,Kg N/kg grain,kg N/kg grain,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
480,kg N/kg N,kg N/kg N,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
481,kg N/kg N applied,kg N/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
482,kg N15/ha,kg N15/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
483,kg N2O-N/ha,kg N2O-N/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
484,kg N2O‐Nha‐1,kg N2O-N/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
485,kg N-uptake/kg N applied,kg N uptake/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
486,Kg of Grain/Kg N,kg grain/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
487,kg P uptake/kg P applied,kg P uptake/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
488,kg P used/kg P applied,kg P uptake/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
489,kg P/kg P applied,kg P/kg P,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
490,kg person/day,kg person/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
491,kg Slaughter,kg slaughter,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
492,kg tuber yield/ha/mm,kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
493,kg yield/ha/cm,kg/ha/cm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
494,kg yield/ha/m3,kg/ha/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
495,kg yield/ha/mm,kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
496,kg yield/ha/mm irrigation,kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
497,kg yield/kg,kg/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
498,kg yield/kg fertilizer,kg/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
499,kg yield/kg N,kg/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
500,kg yield/m3,kg/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
501,kg yield/mm,kg/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
502,kg/ N2ON/ ha,kg N2O-N/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
503,kg/(ha d),kg/ha/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
504,kg/(ha mm),kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
505,kg/10 days,kg/10 d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
506,kg/48 hours,kg/48 hr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
507,kg/4m2,kg/4 m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
508,kg/5days,kg/5 d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
509,kg/a,kg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
510,Kg/acre,kg/acre,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
511,kg/capita/day,kg/capita/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
512,kg/capita/year,kg/capita/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
513,kg/d,kg/d,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
514,kg/d/individual,kg/d/individual,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
515,kg/day,kg/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
516,kg/day/cow,kg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
517,kg/day/individual,kg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
518,kg/DM/m3,kg DM/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
519,kg/dm3,kg/dm3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
520,kg/fed,kg/fed,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
521,kg/fedan,kg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
522,kg/feddan,kg/fed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
523,Kg/ha,kg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
524,kg/ha,kg/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
525,kg/ha DM,kg DM/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
526,kg/ha mm,kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
527,kg/ha(mineral),kg/ha(mineral),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
528,kg/ha(NH4),kg/ha(NH4),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
529,kg/ha(NO3),kg/ha(NO3),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
530,kg/ha/cm2,kg/ha/cm2,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
531,kg/ha/day,kg/ha/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
532,kg/ha/mm,kg/ha/mm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
533,kg/ha/mm transpired,kg/ha/mm transpired,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
534,kg/ha/rain,kg/ha/mm,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
535,kg/ha/year,kg/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
536,kg/ha/yr,kg/ha/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
537,kg/household/day,kg/d/household,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
538,kg/individual,kg/individual,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
539,kg/Individual,kg/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
540,kg/individual/d,kg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
541,kg/individual/day,kg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
542,kg/individual/year,kg/yr/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
543,kg/indivual/day,kg/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
544,Kg/Kg,kg/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
545,kg/kg K,kg/kg K,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
546,kg/kg N applied,kg/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
547,kg/kg P,kg/kg P,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
548,kg/kg P2O5,kg/kg P2O5,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
549,kg/KgN,kg/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
550,kg/litre,kg/l,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
551,Kg/m2,kg/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
552,kg/m3,kg/m3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
553,kg/m3/ha,kg/m3/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
554,kg/mm,kg/mm,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
555,kg/person,kg/person,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
556,kg/person/day,kg/person/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
557,kg/plant,kg/plant,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
558,kg/pond,kg/pond,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
559,kg/tree,kg/tree,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
560,kg/week,kg/week,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
561,kg/year,kg/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
562,kg/yr,kg/yr,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
563,kg/yr (production),kg/yr (production),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
564,kg/yr (use),kg/yr (use),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
565,kgDW/kgN,kg DM/kg N,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
566,kgN.ha-1,kg N/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
567,kgN20-N/ha,kg N2O-N/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
568,kgt/individual,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
569,kgyield/ha,kg/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
570,kidding,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
571,kids,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
572,kids/all,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
573,KSH,KES,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
574,KSH/day,KES/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
575,KSH/ha,KES/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
576,KSH/ha/2year,KES/ha/2 yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
577,KSH/ha/year,KES/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
578,KSH/kg,KES/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
579,Ksh/kg,KES/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
580,l,l,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
581,l/cow/day,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
582,l/d,l/d,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
583,l/day,l/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
584,L/day/individual,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
585,l/Iindividual/day,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
586,l/individual/day,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
587,l/kg,l/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
588,L/kg daily gain,l/kg daily gain,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
589,L/kg digestible organic matter,l/kg digestible organic matter,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
590,L/m2,l/m2,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
591,l/tree,l/tree,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
592,L/year,l/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
593,labour days/ha,labour d/ha,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
594,labour hours/ha/season,labour hr/ha/season,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
595,lambs/ewe/year,offspring/individual/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
596,Land Equivalent Ratio,LER,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
597,larval/100 seeds,individuals/100 seed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
598,LE pounds,EGP,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
599,LER,LER,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
600,Litre,l,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
601,Litre/Cow/day,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
602,litres,l,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
603,litres/individual/day,l/d/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
604,litres/kg,l/kg,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
605,Live,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
606,living adults/ 500g seed,living adults/500g seed,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
607,Log (CFU/g dry soil),log (CFU/g dru soil),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
608,log 16S copies/g,log(16S copies/g),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
609,log ammonia oxidizing archaea copies/g,log(ammonia oxidizing Archaea copies/g),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
610,log ammonia oxidizing bacteria copies/g,log(ammonia oxidizing Bacteria copies/g),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
611,log Nxra copies/g,log(nxra copies/g),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
612,m/day,m/d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
613,m/g  truly degraded organic matter (24hrs),m/g truly degraded organic matter (d),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
614,m3,m3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
615,m3/cm3,m3/cm3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
616,m3/cm3 (1.3 kPa),m3/cm3 (1.3 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
617,m3/cm3 (1.52 kPa),m3/cm3 (1.52 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
618,m3/cm3 (1.6 kPa),m3/cm3 (1.6 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
619,m3/cm3 (1.78 kPa),m3/cm3 (1.78 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
620,m3/cm3 (1kPa),m3/cm3 (1 kPa),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
621,m3/cm3 (2 kPa),m3/cm3 (2 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
622,m3/cm3 (2.18 kPa),m3/cm3 (2.18 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
623,m3/cm3 (2.3 kPa),m3/cm3 (2.3 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
624,m3/cm3 (2.48 kPa),m3/cm3 (2.48 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
625,m3/cm3 (2.7 kPa),m3/cm3 (2.7 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
626,m3/cm3 (2.85 kPa),m3/cm3 (2.85 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
627,m3/cm3 (3 kPa),m3/cm3 (3 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
628,m3/cm3 (3.18 kPa),m3/cm3 (3.18 kPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
629,m3/fed,m3/fed,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
630,m3/ha,m3/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
631,m3/ha/year,m3/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
632,m3/kg,m3/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
633,m3/m3,m3/m3,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
634,m3/m3 (0 kpa),m3/m3 (0 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
635,m3/m3 (0.01 MPa),m3/m3 (0.01 MPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
636,m3/m3 (-1 kpa),m3/m3 (-1 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
637,m3/m3 (1.5 MPa),m3/m3 (1.5 MPa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
638,m3/m3 (-10 kpa),m3/m3 (-10 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
639,m3/m3 (-100 kpa),m3/m3 (-100 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
640,m3/m3 (-1000 kpa),m3/m3 (-1000 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
641,m3/m3 (-10000 kpa),m3/m3 (-10000 kpa),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
642,m3/m4,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
643,m3/m5,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
644,m3/m6,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
645,m3/m7,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
646,m3/m8,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
647,m3/m9,m3/m3,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
648,Macrofauna group No.,,1,0,unresolved,"",not-reviewed,Preserve raw label and hold canonical mapping until unit meaning is reviewed.
649,MAD/ha,MAD/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
650,MAD/ha/year,MAD/ha/yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
