feed_material_id,feed_material_label,target_property,target_concept_id,target_label,review_axis,recommended_assertion_action,review_status,current_status,current_evidence,current_rationale,reviewer,review_date
AOM_000668,Soybean Ground Roasted,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000675,Sunflower Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000692,Grass Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000709,Gmelina arborea Leaves Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000711,Moringa oleifera Leaves Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000714,Prosopis juliflora Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_000733,Siam Weed Leaves Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001096,Chicken Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001098,Fish Boiled Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001099,Feather Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001100,Fish Ground Roasted,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001101,Fish Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001107,Meat and Bone Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001108,Oryctes rhinoceros Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001111,Termite Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001112,Shrimp Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001113,Giant Snail Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001116,Tuna Waste Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001155,Jatropha curcas Kernel Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001157,Jatropha curcas Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001168,Opuntia ficus indica Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001184,Cocoa Pods Husk Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001191,Noug Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001200,Breadfruit Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001253,Cotton Seed Cake Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001257,Fluted Pumpkin Leaves Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001261,Wheat Ground Remoulage,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001276,Sorghum Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001279,Sesame Seed Cake Ground Roasted,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001293,Maize Gluten Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001295,Maize Germ Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001300,Arugula Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001301,Linseed Cake Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001304,Noug Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001306,Coconut Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001307,Canola Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001321,Safflower Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001322,Cassava Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001323,Coffee Ground Roasted,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001324,Ground whole-grain maize,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001332,Oat Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001335,Sesame Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001336,Sesame Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001337,Sunflower Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001346,Wheat Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001347,Winged Bean Autoclaved Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001348,Winged Bean Ground Roasted,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001358,Black Cumin Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001366,Guar Gum Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001375,Choline Cloride Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001411,Pennisetum clandestinum Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001534,Amaranthus cruentus Leaves Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001564,Ulva rigida Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001583,Soybean Autoclaved Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001599,Acacia sieberiana Dried Ensiled Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001601,Acacia tortilis Pods Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001605,African Palm Larvae Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001610,Oyster Shells Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001613,Barley Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001615,Maize Sheath Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001617,Maize Straw Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001622,Wheat Bran Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001623,Wheat Offal Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001635,Chloris gayana Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001637,Chromolaena odorata Leaves Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001642,Cotton Seed Decorticated Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001643,Cotton Seed Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001644,Cotton Seed Cake Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
AOM_001647,Cassava Leaves Dried Ground,aom:presentationForm,AOM_101125,Comminuted particle form,presentation-form,retain assertion; apply approved target label or hierarchy changes only,approved,approved-generated,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",Codex,2026-08-21
