edge_id,subject_id,subject_label,subject_type,current_relation,object_id,object_label,object_type,recommended_disposition,proposed_relation,status,evidence_ids,rationale
HIER-0231,era:practice:b27.1,Mulch (N fixing),leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0232,era:practice:b27.2,Mulch (Non N fixing),leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0233,era:practice:b27.3,Mulch (N fixing & Non N fixing),leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0234,era:practice:b51,Mulch (Other Materials),leaf_practice,broader,era:practice:practice:053,Mulch,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0235,era:practice:b11.1,Green Manure (N fixing In Time),leaf_practice,broader,era:practice:practice:054,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0236,era:practice:b11.2,Green Manure (N fixing In Space),leaf_practice,broader,era:practice:practice:054,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0237,era:practice:b13.2,Green Manure (Mixed In Space),leaf_practice,broader,era:practice:practice:054,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0238,era:practice:b12.1,Green Manure (Non N fixing In Time),leaf_practice,broader,era:practice:practice:054,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0239,era:practice:b12.2,Green Manure (Non N fixing In Space),leaf_practice,broader,era:practice:practice:054,Green Manure,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0240,era:practice:b28,Biochar,leaf_practice,broader,era:practice:practice:055,Biochar,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0241,era:practice:b32,Liming or Calcium Addition,leaf_practice,broader,era:practice:practice:056,pH Control,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0242,era:practice:b40,Crop Residue Unresolved (Unspecified),leaf_practice,broader,era:practice:practice:057,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0243,era:practice:b40.1,Crop Residue Unresolved (N fixing),leaf_practice,broader,era:practice:practice:057,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0244,era:practice:b40.2,Crop Residue Unresolved (Non N fixing),leaf_practice,broader,era:practice:practice:057,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0245,era:practice:b41,Crop Residue Incorporation (Unspecified),leaf_practice,broader,era:practice:practice:058,Crop Residue Incorporation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0246,era:practice:b41.1,Crop Residue Incorporation (N fixing),leaf_practice,broader,era:practice:practice:058,Crop Residue Incorporation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0247,era:practice:b41.2,Crop Residue Incorporation (Non N fixing),leaf_practice,broader,era:practice:practice:058,Crop Residue Incorporation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0248,era:practice:b60,Improved Fallow (Unspecified),leaf_practice,broader,era:practice:practice:059,Improved Fallow,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0249,era:practice:b60.1,Improved Fallow (N fixing),leaf_practice,broader,era:practice:practice:059,Improved Fallow,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0250,era:practice:b60.2,Improved Fallow (Non N fixing),leaf_practice,broader,era:practice:practice:059,Improved Fallow,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0251,era:practice:b60.3,Improved Fallow (N & Non N fixing),leaf_practice,broader,era:practice:practice:059,Improved Fallow,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0252,era:practice:h24,Natural or Bare Fallow,leaf_practice,broader,era:practice:practice:060,Improved Fallow,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0253,era:practice:h6,Conventional Tillage,leaf_practice,broader,era:practice:practice:061,Conventional Tillage,practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0254,era:practice:h35,Crop Residues Removed,leaf_practice,broader,era:practice:practice:062,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0255,era:practice:h36,Crop Residues Burnt,leaf_practice,broader,era:practice:practice:062,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0256,era:practice:h39,Crop Residues Grazed,leaf_practice,broader,era:practice:practice:062,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0257,era:practice:h37,Crop Residue Incorporated,leaf_practice,broader,era:practice:practice:062,Crop Residue,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0258,era:practice:h6.1,No-Till (Off-season),leaf_practice,broader,era:practice:practice:063,No-Till (Off-season),practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0259,era:practice:h6.2,Reduced Tillage (Off-season),leaf_practice,broader,era:practice:practice:064,Reduced Tillage (Off-season),practice,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0260,era:practice:h7,Fully Irrigated Control or Experiment,leaf_practice,broader,era:practice:practice:065,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0261,era:practice:h23,No Irrigation Control or Rainfed Agriculture,leaf_practice,broader,era:practice:practice:065,Irrigation,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0262,era:practice:h3,Transplanting Seedlings. This practice code has only been applied to the 2018 dataset,leaf_practice,broader,era:practice:practice:066,Planting,practice,hold-specialization-review,skos:broader-candidate,held,E-PILOT;E-SKOS,"Practice-group relation may express specialization, but parent identity and extension require review."
HIER-0263,era:outcome:subpillar:001,Yield,subpillar,broader,era:outcome:pillar:001,Productivity,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0264,era:outcome:subpillar:002,Livestock Diet,subpillar,broader,era:outcome:pillar:002,Other,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0265,era:outcome:subpillar:003,Economics,subpillar,broader,era:outcome:pillar:001,Productivity,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0266,era:outcome:subpillar:004,Physical,subpillar,broader,era:outcome:pillar:003,Resilience,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0267,era:outcome:subpillar:005,Efficiency,subpillar,broader,era:outcome:pillar:003,Resilience,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0268,era:outcome:subpillar:006,Social,subpillar,broader,era:outcome:pillar:003,Resilience,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0269,era:outcome:subpillar:007,Emissions,subpillar,broader,era:outcome:pillar:004,Mitigation,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0270,era:outcome:subpillar:008,Carbon Stocks,subpillar,broader,era:outcome:pillar:004,Mitigation,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0271,era:outcome:subpillar:009,Cookstove,subpillar,broader,era:outcome:pillar:004,Mitigation,pillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0272,era:outcome:indicator:001,Product Yield,indicator,broader,era:outcome:subpillar:001,Yield,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0273,era:outcome:indicator:002,Feed Intake,indicator,broader,era:outcome:subpillar:002,Livestock Diet,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0274,era:outcome:indicator:003,Non-Product Yield,indicator,broader,era:outcome:subpillar:001,Yield,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0275,era:outcome:indicator:004,Income,indicator,broader,era:outcome:subpillar:003,Economics,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0276,era:outcome:indicator:005,Costs,indicator,broader,era:outcome:subpillar:003,Economics,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0277,era:outcome:indicator:006,Economic Performance,indicator,broader,era:outcome:subpillar:003,Economics,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0278,era:outcome:indicator:007,Biodiversity,indicator,broader,era:outcome:subpillar:004,Physical,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0279,era:outcome:indicator:008,Pest & Pathogen,indicator,broader,era:outcome:subpillar:004,Physical,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0280,era:outcome:indicator:009,Soil Quality,indicator,broader,era:outcome:subpillar:004,Physical,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0281,era:outcome:indicator:010,Yield Stability,indicator,broader,era:outcome:subpillar:004,Physical,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0282,era:outcome:indicator:011,Animal Survival,indicator,broader,era:outcome:subpillar:004,Physical,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0283,era:outcome:indicator:012,Efficiency,indicator,broader,era:outcome:subpillar:005,Efficiency,subpillar,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0284,era:outcome:indicator:013,Gender Equity,indicator,broader,era:outcome:subpillar:006,Social,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0285,era:outcome:indicator:014,Labour,indicator,broader,era:outcome:subpillar:006,Social,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0286,era:outcome:indicator:015,Emissions,indicator,broader,era:outcome:subpillar:007,Emissions,subpillar,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0287,era:outcome:indicator:016,Carbon Stocks,indicator,broader,era:outcome:subpillar:008,Carbon Stocks,subpillar,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0288,era:outcome:indicator:017,Costs,indicator,broader,era:outcome:subpillar:009,Cookstove,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0289,era:outcome:indicator:018,Fuel Efficiency,indicator,broader,era:outcome:subpillar:009,Cookstove,subpillar,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0290,era:outcome:101.0,Crop Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0291,era:outcome:101.1,Biomass Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0292,era:outcome:101.2,Extraction Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0293,era:outcome:103.0,Land Equivalent Ratio,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0294,era:outcome:104.0,Area Time Equivalent Ratio,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0295,era:outcome:118.0,Weight Gain,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0296,era:outcome:119.1,Meat Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0297,era:outcome:119.2,Milk Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0298,era:outcome:119.3,Egg Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0299,era:outcome:119.4,Other Animal Product Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0300,era:outcome:119.5,Reproductive Yield,leaf_outcome,broader,era:outcome:indicator:001,Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0301,era:outcome:400.0,Feed Intake,leaf_outcome,broader,era:outcome:indicator:002,Feed Intake,indicator,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0302,era:outcome:102.0,Crop Residue Yield,leaf_outcome,broader,era:outcome:indicator:003,Non-Product Yield,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0303,era:outcome:120.0,Gross Return,leaf_outcome,broader,era:outcome:indicator:004,Income,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0304,era:outcome:124.0,Net Return,leaf_outcome,broader,era:outcome:indicator:004,Income,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0305,era:outcome:124.1,Gross Margin,leaf_outcome,broader,era:outcome:indicator:004,Income,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0306,era:outcome:150.0,Total Cost,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0307,era:outcome:150.1,Total Cost per Unit Product,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0308,era:outcome:150.2,Total Cost per Asset,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0309,era:outcome:150.3,Total Cost (Unconfirmed),leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0310,era:outcome:151.0,Fixed Cost,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0311,era:outcome:151.1,Fixed Cost per Unit Product,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0312,era:outcome:151.2,Fixed Cost per Asset,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0313,era:outcome:152.0,Variable Cost,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0314,era:outcome:152.2,Variable Cost per Unit Product,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0315,era:outcome:152.3,Variable Cost per Asset,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0316,era:outcome:152.1,Labour Cost,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0317,era:outcome:152.4,Labour Cost per Unit Product,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0318,era:outcome:152.5,Labour Cost per Asset,leaf_outcome,broader,era:outcome:indicator:005,Costs,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0319,era:outcome:125.0,Benefit Cost Ratio (GRTC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0320,era:outcome:125.1,Benefit Cost Ratio (GRVC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0321,era:outcome:125.2,Benefit Cost Ratio (GMVC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0322,era:outcome:125.3,Benefit Cost Ratio (NRVC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0323,era:outcome:125.5,Benefit Cost Ratio (NRTC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0324,era:outcome:125.6,Benefit Cost Ratio (GMTC),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0325,era:outcome:125.4,Benefit Cost Ratio (Unspecified),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0326,era:outcome:126.0,Cost Benefit Ratio (TCGR),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0327,era:outcome:126.1,Cost Benefit Ratio (VCGR),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0328,era:outcome:126.2,Cost Benefit Ratio (TCNR),leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0329,era:outcome:130.0,Net Present Value,leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0330,era:outcome:131.0,Payback Period,leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0331,era:outcome:134.0,Return on Investment,leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0332,era:outcome:137.0,Internal Rate of Return,leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0333,era:outcome:137.1,Marginal Rate of Return,leaf_outcome,broader,era:outcome:indicator:006,Economic Performance,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0334,era:outcome:203.0,Biodiversity,leaf_outcome,broader,era:outcome:indicator:007,Biodiversity,indicator,reject-broader-collapse-identity,none-pending-identity-resolution,held,E-PILOT;E-SKOS,Subject and object have same normalized preferred label; broader assertion manufactures duplicate identity.
HIER-0335,era:outcome:268.0,Beneficial Organisms,leaf_outcome,broader,era:outcome:indicator:007,Biodiversity,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0336,era:outcome:209.0,Pest & Pathogen (Losses),leaf_outcome,broader,era:outcome:indicator:008,Pest & Pathogen,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0337,era:outcome:209.1,Pest & Pathogen (Product Weight),leaf_outcome,broader,era:outcome:indicator:008,Pest & Pathogen,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
HIER-0338,era:outcome:212.0,Pest & Pathogen (Numbers),leaf_outcome,broader,era:outcome:indicator:008,Pest & Pathogen,indicator,replace-with-navigation-membership,member-of-reporting-collection,held,E-PILOT;E-SKOS,Object is an editorial source level; membership preserves navigation without asserting inherent broader meaning.
