source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
out,4,out:101.2,101.2,101.2,Extraction Yield,FALSE,crop,era:outcome:101.2,Productivity / Yield / Product Yield / Extraction Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-crop,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,5,out:103,103,103,Land Equivalent Ratio,FALSE,crop,era:outcome:103.0,Productivity / Yield / Product Yield / Land Equivalent Ratio,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-crop,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000365,AOM_000365,AOM_000365,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,6,out:104,104,104,Area Time Equivalent Ratio,FALSE,crop,era:outcome:104.0,Productivity / Yield / Product Yield / Area Time Equivalent Ratio,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-crop,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,7,out:118,118,118,Weight Gain,FALSE,livestock,era:outcome:118.0,Productivity / Yield / Product Yield / Weight Gain,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000367,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,8,out:119.1,119.1,119.1,Meat Yield,FALSE,livestock,era:outcome:119.1,Productivity / Yield / Product Yield / Meat Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000369,AOM_000369,AOM_000369,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,9,out:119.2,119.2,119.2,Milk Yield,FALSE,livestock,era:outcome:119.2,Productivity / Yield / Product Yield / Milk Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000380,AOM_000380,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,10,out:119.3,119.3,119.3,Egg Yield,FALSE,livestock,era:outcome:119.3,Productivity / Yield / Product Yield / Egg Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000383,AOM_000383,AOM_000383,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,11,out:119.4,119.4,119.4,Other Animal Product Yield,FALSE,livestock,era:outcome:119.4,Productivity / Yield / Product Yield / Other Animal Product Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000385,AOM_000385,AOM_000385,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,12,out:119.5,119.5,119.5,Reproductive Yield,FALSE,livestock,era:outcome:119.5,Productivity / Yield / Product Yield / Reproductive Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,AOM_000386,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,13,out:400,400,400,Feed Intake,FALSE,livestock,era:outcome:400.0,Other / Livestock Diet / Feed Intake / Feed Intake,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-livestock,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000359,AOM_000359,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,14,out:102,102,102,Crop Residue Yield,FALSE,crop,era:outcome:102.0,Productivity / Yield / Non-Product Yield / Crop Residue Yield,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,aom-crop,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,15,out:120,120,120,Gross Return,FALSE,cross-domain,era:outcome:120.0,Productivity / Economics / Income / Gross Return,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000399,AOM_000399,AOM_000399,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,16,out:124,124,124,Net Return,FALSE,cross-domain,era:outcome:124.0,Productivity / Economics / Income / Net Return,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000400,AOM_000400,AOM_000400,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,17,out:124.1,124.1,124.1,Gross Margin,FALSE,cross-domain,era:outcome:124.1,Productivity / Economics / Income / Gross Margin,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000401,AOM_000401,AOM_000401,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,18,out:150,150,150,Total Cost,FALSE,cross-domain,era:outcome:150.0,Productivity / Economics / Costs / Total Cost,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000404,AOM_000404,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,19,out:150.1,150.1,150.1,Total Cost per Unit Product,FALSE,cross-domain,era:outcome:150.1,Productivity / Economics / Costs / Total Cost per Unit Product,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000407,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,20,out:150.2,150.2,150.2,Total Cost per Asset,FALSE,cross-domain,era:outcome:150.2,Productivity / Economics / Costs / Total Cost per Asset,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,AOM_101006,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,21,out:150.3,150.3,150.3,Total Cost (Unconfirmed),FALSE,cross-domain,era:outcome:150.3,Productivity / Economics / Costs / Total Cost (Unconfirmed),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,22,out:151,151,151,Fixed Cost,FALSE,cross-domain,era:outcome:151.0,Productivity / Economics / Costs / Fixed Cost,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000408,AOM_000408,AOM_000408,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,23,out:151.1,151.1,151.1,Fixed Cost per Unit Product,FALSE,cross-domain,era:outcome:151.1,Productivity / Economics / Costs / Fixed Cost per Unit Product,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,24,out:151.2,151.2,151.2,Fixed Cost per Asset,FALSE,cross-domain,era:outcome:151.2,Productivity / Economics / Costs / Fixed Cost per Asset,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,25,out:152,152,152,Variable Cost,FALSE,cross-domain,era:outcome:152.0,Productivity / Economics / Costs / Variable Cost,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,AOM_003110,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,26,out:152.2,152.2,152.2,Variable Cost per Unit Product,FALSE,cross-domain,era:outcome:152.2,Productivity / Economics / Costs / Variable Cost per Unit Product,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,27,out:152.3,152.3,152.3,Variable Cost per Asset,FALSE,cross-domain,era:outcome:152.3,Productivity / Economics / Costs / Variable Cost per Asset,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000415,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,28,out:152.1,152.1,152.1,Labour Cost,FALSE,cross-domain,era:outcome:152.1,Productivity / Economics / Costs / Labour Cost,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,29,out:152.4,152.4,152.4,Labour Cost per Unit Product,FALSE,cross-domain,era:outcome:152.4,Productivity / Economics / Costs / Labour Cost per Unit Product,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,30,out:152.5,152.5,152.5,Labour Cost per Asset,FALSE,cross-domain,era:outcome:152.5,Productivity / Economics / Costs / Labour Cost per Asset,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,31,out:125,125,125,Benefit Cost Ratio (GRTC),FALSE,cross-domain,era:outcome:125.0,Productivity / Economics / Economic Performance / Benefit Cost Ratio (GRTC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000465,AOM_000465,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,32,out:125.1,125.1,125.1,Benefit Cost Ratio (GRVC),FALSE,cross-domain,era:outcome:125.1,Productivity / Economics / Economic Performance / Benefit Cost Ratio (GRVC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000466,AOM_000466,AOM_000466,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,33,out:125.2,125.2,125.2,Benefit Cost Ratio (GMVC),FALSE,cross-domain,era:outcome:125.2,Productivity / Economics / Economic Performance / Benefit Cost Ratio (GMVC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,AOM_003101,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,34,out:125.3,125.3,125.3,Benefit Cost Ratio (NRVC),FALSE,cross-domain,era:outcome:125.3,Productivity / Economics / Economic Performance / Benefit Cost Ratio (NRVC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,35,out:125.5,125.5,125.5,Benefit Cost Ratio (NRTC),FALSE,cross-domain,era:outcome:125.5,Productivity / Economics / Economic Performance / Benefit Cost Ratio (NRTC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,36,out:125.6,125.6,125.6,Benefit Cost Ratio (GMTC),FALSE,cross-domain,era:outcome:125.6,Productivity / Economics / Economic Performance / Benefit Cost Ratio (GMTC),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,37,out:125.4,125.4,125.4,Benefit Cost Ratio (Unspecified),FALSE,cross-domain,era:outcome:125.4,Productivity / Economics / Economic Performance / Benefit Cost Ratio (Unspecified),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000467,AOM_000467,AOM_000467,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,38,out:126,126,126,Cost Benefit Ratio (TCGR),FALSE,cross-domain,era:outcome:126.0,Productivity / Economics / Economic Performance / Cost Benefit Ratio (TCGR),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000468,AOM_000468,AOM_000468,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,39,out:126.1,126.1,126.1,Cost Benefit Ratio (VCGR),FALSE,cross-domain,era:outcome:126.1,Productivity / Economics / Economic Performance / Cost Benefit Ratio (VCGR),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000469,AOM_000469,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,40,out:126.2,126.2,126.2,Cost Benefit Ratio (TCNR),FALSE,cross-domain,era:outcome:126.2,Productivity / Economics / Economic Performance / Cost Benefit Ratio (TCNR),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,41,out:130,130,130,Net Present Value,FALSE,cross-domain,era:outcome:130.0,Productivity / Economics / Economic Performance / Net Present Value,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000470,AOM_000470,AOM_000470,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,42,out:131,131,131,Payback Period,FALSE,cross-domain,era:outcome:131.0,Productivity / Economics / Economic Performance / Payback Period,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000471,AOM_000471,AOM_000471,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,43,out:134,134,134,Return on Investment,FALSE,cross-domain,era:outcome:134.0,Productivity / Economics / Economic Performance / Return on Investment,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000472,AOM_000472,AOM_000472,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,44,out:137,137,137,Internal Rate of Return,FALSE,cross-domain,era:outcome:137.0,Productivity / Economics / Economic Performance / Internal Rate of Return,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000473,AOM_000473,AOM_000473,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,45,out:137.1,137.1,137.1,Marginal Rate of Return,FALSE,cross-domain,era:outcome:137.1,Productivity / Economics / Economic Performance / Marginal Rate of Return,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000474,AOM_000474,AOM_000474,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,46,out:203,203,203,Biodiversity,FALSE,cross-domain-environment,era:outcome:203.0,Resilience / Physical / Biodiversity / Biodiversity,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000477,AOM_000477,AOM_000477,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,47,out:268,268,268,Beneficial Organisms,FALSE,cross-domain-environment,era:outcome:268.0,Resilience / Physical / Biodiversity / Beneficial Organisms,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,hold-existing-aom-code-mapping-review,held,AOM_000478,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,One legacy code mapping exists but exact identity is not established by definition.
out,48,out:209,209,209,Pest & Pathogen (Losses),FALSE,cross-domain-environment,era:outcome:209.0,Resilience / Physical / Pest & Pathogen / Pest & Pathogen (Losses),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,49,out:209.1,209.1,209.1,Pest & Pathogen (Product Weight),FALSE,cross-domain-environment,era:outcome:209.1,Resilience / Physical / Pest & Pathogen / Pest & Pathogen (Product Weight),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,50,out:212,212,212,Pest & Pathogen (Numbers),FALSE,cross-domain-environment,era:outcome:212.0,Resilience / Physical / Pest & Pathogen / Pest & Pathogen (Numbers),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
out,51,out:217,217,217,Erosion,FALSE,cross-domain-environment,era:outcome:217.0,Resilience / Physical / Soil Quality / Erosion,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000481,AOM_000481,AOM_000481,ENVO_01001346,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,52,out:218,218,218,Runoff,FALSE,cross-domain-environment,era:outcome:218.0,Resilience / Physical / Soil Quality / Runoff,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000482,AOM_000482,AOM_000482,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,53,out:223,223,223,Soil Organic Matter,FALSE,cross-domain-environment,era:outcome:223.0,Resilience / Physical / Soil Quality / Soil Organic Matter,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000483,AOM_000483,AOM_000483,ENVO_04000008,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,54,out:224,224,224,Soil Organic Carbon,FALSE,cross-domain-environment,era:outcome:224.0,Resilience / Physical / Soil Quality / Soil Organic Carbon,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000484,AOM_000484,AOM_000484,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,55,out:224.1,224.1,224.1,Soil Organic Carbon (Change),FALSE,cross-domain-environment,era:outcome:224.1,Resilience / Physical / Soil Quality / Soil Organic Carbon (Change),Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000485,AOM_000485,AOM_000485,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,56,out:226,226,226,Soil Nitrogen,FALSE,cross-domain-environment,era:outcome:226.0,Resilience / Physical / Soil Quality / Soil Nitrogen,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000486,AOM_000486,AOM_000486,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,57,out:226.1,226.1,226.1,Soil Total Nitrogen,FALSE,cross-domain-environment,era:outcome:226.1,Resilience / Physical / Soil Quality / Soil Total Nitrogen,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000487,AOM_000487,AOM_000487,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,58,out:226.2,226.2,226.2,Soil Available Nitrogen,FALSE,cross-domain-environment,era:outcome:226.2,Resilience / Physical / Soil Quality / Soil Available Nitrogen,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000488,AOM_000488,AOM_000488,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,59,out:226.3,226.3,226.3,Soil NO3,FALSE,cross-domain-environment,era:outcome:226.3,Resilience / Physical / Soil Quality / Soil NO3,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000489,AOM_000489,AOM_000489,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,60,out:226.4,226.4,226.4,Soil NH4,FALSE,cross-domain-environment,era:outcome:226.4,Resilience / Physical / Soil Quality / Soil NH4,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000490,AOM_000490,AOM_000490,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
out,61,out:231,231,231,Soil Moisture,FALSE,cross-domain-environment,era:outcome:231.0,Resilience / Physical / Soil Quality / Soil Moisture,Current pilot treats reporting hierarchy and analytical metadata as one SKOS concept tree. Pilot notation differs from source lexical code.,module-review,sosa-property-plus-procedure-quantity-and-basis,reuse-existing-aom-id-candidate,proposed,AOM_000491,AOM_000491,AOM_000491,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,Normalized label and definition match one existing AOM concept; module placement still needs approval.
