concept_id,preferred_label,ingredient_family,has_approved_grinding,has_approved_drying,meal_lexeme_present,form_disposition,form_target,moisture_disposition,moisture_target,role_disposition,role_target,evidence,rationale
AOM_001805,African Palm Larvae,Animal,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001806,Barley Bran,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001807,Unspecified Silage,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001809,Grass Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001810,Khaya senegalensis,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001811,Rumen Contents,Animal Byproduct,false,false,false,approved_existing_specific_form,Mixed presentation,not_in_moisture_cohort,,approved_existing_role,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,Existing reviewed presentation-form assertion remains authoritative. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001813,Sorghum Brewers Grain,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001814,Sorghum Brewers Grain Dried,Crop Byproduct,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001815,Date Cull,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Discard role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001816,Date Cull Dried Ground,Crop Byproduct,true,true,true,approved_comminuted_form,Comminuted particle form,approved_dried_from_process,Dried moisture condition,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. Approved Drying process supports dried moisture condition without implying one presentation form. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained."
AOM_001817,Legume Residue,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Residue role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001818,Ensete ventricosum Corm,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001819,Ensete ventricosum Leaves,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001820,Potato Starch,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001821,Terminalia brownii,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001822,Terminalia brownii Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001823,Terminalia brownii Leaves Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001824,Wood Charcoal,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001825,Olaquindox,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001826,ChemBind,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Binder role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001827,Popcorn Waste,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001829,Biscuit Waste Ground,Other Ingredients,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001830,Biscuit Waste Dried Ground,Other Ingredients,true,true,true,approved_comminuted_form,Comminuted particle form,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort."
AOM_001831,Vitalite,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001832,Starch feed material,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001834,Vitamin D3,Supplement,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001835,Oat Straw,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001836,Beet Pulp,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001837,Palm Oil Sludge,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Residue role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001838,Biscuit Waste,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001839,Vitamin AD3E,Supplement,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001840,Sweet Potato Tuber,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001841,Trifolium Ground,Forage Plants,true,false,false,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001842,Cabbage Discards,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,Discard role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001843,Baby Corn Stalk Dried Wilted,Crop Byproduct,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001844,Maize Bran Ground,Crop Byproduct,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained."
AOM_001845,Malt Sprout,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001846,Pollard,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_existing_role,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Existing reviewed product-role assertion remains authoritative.
AOM_001847,Ficus sur,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001848,Ficus sur Fruits,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001849,Ficus sur Fruits Dried Ground,Crop Product,true,true,true,approved_comminuted_form,Comminuted particle form,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort."
AOM_001850,Brassica oleracea,Crop Product,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001851,Spirulina,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001852,Water Hyacinth Dried Ground,Forage Plants,true,true,true,approved_comminuted_form,Comminuted particle form,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort."
AOM_001853,Juncaceae,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001854,Plantago albicans,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001855,Poaceae,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001857,Acacia saligna Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001858,Atriplex nummularia Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001859,Atriplex nummularia Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001860,Berchemia discolor,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001861,Berchemia discolor Leaves,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001862,Berchemia discolor Leaves Dried,Forage Plants,false,true,false,not_in_form_cohort,,approved_dried_from_process,Dried moisture condition,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. Approved Drying process supports dried moisture condition without implying one presentation form. No reviewed product-role evidence in this structural cohort.
AOM_001863,Chromolaena odorata Leaves Ground,Forage Plants,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001864,Forb,Forage Plants,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001865,Free Gossypol,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001866,Glycerol,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001867,Sand,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001868,Toxynil,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001869,Waste Activated Sludge,Other Ingredients,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001870,Prime Gluten 60,Preformulated Feed,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001871,Urtica dioica,Supplement,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001872,Alkali,Supplement,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001876,Atella,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001877,Clupeid Fish,Animal,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001878,Clupeid Fish Ground,Animal,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001879,Cod,Animal,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001880,Cod Liver Oil,Animal,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001881,Herring Ground,Animal,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort."
AOM_001882,Herring,Animal,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,not_in_role_cohort,,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. No reviewed product-role evidence in this structural cohort.
AOM_001883,Unspecified Bran Ground,Crop Byproduct,true,false,true,approved_comminuted_form,Comminuted particle form,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained."
AOM_001884,Brewers Grain,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001885,Maize Straw Ensiled Urea Treated,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
AOM_001887,Wheat Straw,Crop Byproduct,false,false,false,not_in_form_cohort,,not_in_moisture_cohort,,approved_branch_to_role_translation,By-product role,docs/decisions/0041-feed-material-structural-model.md;docs/decisions/0042-feed-process-and-material-state-axes.md,No reviewed grinding result or governed presentation-form assertion. No reviewed drying process or material-specific moisture evidence. Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.
