concept_id,preferred_label,review_scope,current_parent_ids,current_parent_labels,current_top_group_ids,current_top_group_labels,current_descendant_count,current_governed_types,current_definition,problem_category,recommended_action,recommended_axis,recommended_target,evidence_state,rationale
AOM_003201,Urea Block Salt Lick,supplement_descendant,AOM_000772,Salt,AOM_000779,Mineral,0,,A feed material with governed source identity “urea salt lick” and characteristics: presentation form — Block form.,formulation under mineral material catch-all,move,feed formulation,mineral complementary feeds,model-supported,"Blocks, licks, and mixes are multi-component formulations."
AOM_003203,Wood Ash,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_003203,Wood Ash,1,,"A feed ingredient with governed workbook identity “Wood Ash”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral/waste material hidden under residual category,move-or-hold,feed material,ash-derived mineral materials,requires-composition-and-safety-evidence,Wood ash needs composition and feed-use evidence.
AOM_003577,Commercial Protein Supplement,supplement_descendant,AOM_000736,Supplement,AOM_003577,Commercial Protein Supplement,0,,"A feed-supplement ingredient with governed workbook identity “Commercial Protein Supplement”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",formulated product typed through material branch,move,feed formulation,complementary or protein feed formulations,authority-supported,Commercial protein supplement denotes a formulated complementary feed.
AOM_003747,Axtra XAP,supplement_descendant,AOM_000751,Enzyme,AOM_000751,Enzyme,0,,"An AOM feed material with governed operational source identity “Axtra XAP”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",additive category under material catch-all,move,feed additive,zootechnical additives / digestibility enhancers,authority-supported,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003749,Natuzyme,supplement_descendant,AOM_000751,Enzyme,AOM_000751,Enzyme,0,,"An AOM feed material with governed operational source identity “Natuzyme”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",additive category under material catch-all,move,feed additive,zootechnical additives / digestibility enhancers,authority-supported,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_003760,Lime Slaked,supplement_descendant,AOM_000760,Lime,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Lime Slaked”, classified within “Lime”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_003829,Bread Waste,other_ingredients_descendant,AOM_100987,Processed food by-products,AOM_100987,Processed food by-products,1,,"A feed ingredient with governed workbook identity “Bread Waste”, classified within “Processed Food Byproducts”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_003878,L-Tryptophan,supplement_descendant,AOM_000737,Amino Acid,AOM_000737,Amino Acid,0,,"A feed-supplement ingredient with governed workbook identity “L-Tryptophan”, classified within “Amino Acid”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",additive category under material catch-all,move,feed additive,nutritional additives / amino acids,authority-supported,"EU feed-additive categories place amino acids, salts, and analogues under nutritional additives."
AOM_003889,Bole Soil,supplement_descendant,AOM_000736,Supplement,AOM_003889,Bole Soil,0,,"A feed-supplement ingredient with governed workbook identity “Bole Soil”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",poorly evidenced local material,hold-and-research,unresolved feed material,mineral or soil-derived feed materials,requires-product-evidence,"Bole Soil needs source, composition, safety, and intended-use evidence."
AOM_003994,Poly-enzyme,supplement_descendant,AOM_000751,Enzyme,AOM_000751,Enzyme,0,,"A feed-supplement ingredient with governed workbook identity “Poly-enzyme”, classified within “Enzyme”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",additive category under material catch-all,move,feed additive,zootechnical additives / digestibility enhancers,authority-supported,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_004433,Anti-coccidia,supplement_descendant,AOM_000736,Supplement,AOM_004433,Anti-coccidia,1,,"A feed-supplement ingredient with governed workbook identity “Anti-coccidia”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",feed-additive category under material catch-all,move-and-rename,feed additive,coccidiostats and histomonostats,authority-supported,"Coccidiostats are a distinct feed-additive category, not generic supplements."
AOM_006101,Food Waste Dried,other_ingredients_descendant,AOM_003172,Food Waste,AOM_003172,Food Waste,0,,A feed material with governed source identity “food waste” and characteristics: moisture condition — Dried moisture condition; processing method — Drying.,waste material hidden under residual category,move,feed material and waste role,food-waste feed materials,requires-safety-evidence,Food waste needs explicit source and product-role modelling.
AOM_006114,Phytase Ground,supplement_descendant,AOM_000750,Phytase,AOM_000751,Enzyme,0,,Myo-inositol hexakisphosphate phosphohydrolase,additive category under material catch-all,move,feed additive,zootechnical additives / digestibility enhancers,authority-supported,Ingested feed enzymes are additive preparations; processing enzymes require a separate process model.
AOM_006124,Calcium Carbonate Ground,supplement_descendant,AOM_001370,Calcium Carbonate,AOM_000779,Mineral,0,,A feed material with governed source identity “calcium carbonate” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006125,Magnesium Sulfate,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"A feed-supplement ingredient with governed workbook identity “Magnesium Sulfate”, classified within “Mineral”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",mineral material under supplement catch-all,move,feed material,mineral feed materials,catalogue-supported,Substance is a candidate mineral feed material; exact composition and synonym identity still require verification.
AOM_006154,Prime Gluten 60 Ground,supplement_descendant,AOM_001870,Prime Gluten 60,AOM_001571,Protein,0,aom:FeedMaterial,Prime Gluten 60 feed material with governed grinding process and comminuted-particle presentation; moisture condition and particle-size threshold are unspecified.,feed material under chemical constituent superclass,reparent,feed material,evidence-backed protein-rich feed materials,requires-product-evidence,Material identity must not be inferred from Protein constituent parent alone.
AOM_006179,Wood Ash Ground,other_ingredients_descendant,AOM_003203,Wood Ash,AOM_003203,Wood Ash,0,,A feed material with governed source identity “wood ash” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,mineral/waste material hidden under residual category,move-or-hold,feed material,ash-derived mineral materials,requires-composition-and-safety-evidence,Wood ash needs composition and feed-use evidence.
AOM_006239,Untreated Organic Waste Ground,other_ingredients_descendant,AOM_100988,Untreated organic-waste feed materials,AOM_100988,Untreated organic-waste feed materials,0,,A feed material with governed source identity “untreated organic waste” and characteristics: presentation form — Comminuted particle form; processing method — Grinding.,valid material scope hidden under residual category,move-or-hold,feed material and waste role,organic-waste feed materials,requires-safety-evidence,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006240,Untreated Organic Waste Dried Fermented Ground,other_ingredients_descendant,AOM_100988,Untreated organic-waste feed materials,AOM_100988,Untreated organic-waste feed materials,0,,"A feed material with governed source identity “untreated organic waste” and characteristics: moisture condition — Dried moisture condition; presentation form — Comminuted particle form; processing method — Drying, Fermentation, Grinding.",valid material scope hidden under residual category,move-or-hold,feed material and waste role,organic-waste feed materials,requires-safety-evidence,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_006241,Unspecified Yeast,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_006241,Unspecified Yeast,0,,An AOM controlled category for “Unspecified Yeast” within “Other Ingredients”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,source material hidden under residual category,move,feed material,fungal or yeast feed materials,model-supported,"Unspecified yeast is a material with unresolved taxon, not an Other Ingredient class."
AOM_006331,Agrivate,supplement_descendant,AOM_000779,Mineral,AOM_000779,Mineral,0,,"An AOM feed material with governed operational source identity “Agrivate”. Component, whole-material integrity, processing method, presentation form, bulk consistency, moisture condition, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",uncertain mineral product under mixed branch,hold-and-research,unresolved,no target until product/substance evidence,requires-product-evidence,"Current Mineral parent cannot establish material, additive, formulation, or constituent role."
AOM_006334,Protected Fat,supplement_descendant,AOM_000736,Supplement,AOM_006334,Protected Fat,1,,"A feed-supplement ingredient with governed workbook identity “Protected Fat”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",functional product class under material catch-all,move-and-rename,feed material,rumen-protected fat feed materials,product-evidence-supported,Rumen-protected fat is a feed-material product class; protection method and composition require explicit assertions.
AOM_006339,Anti fungi,supplement_descendant,AOM_000736,Supplement,AOM_006339,Anti fungi,0,,"A feed-supplement ingredient with governed workbook identity “Anti fungi”, classified within “Supplement”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",functional category under material catch-all,move,feed additive function,technological additives / preservatives or hygiene enhancers,authority-supported,Antifungal function does not identify one material and needs product-specific classification.
AOM_006349,Pleurotus ostreatus,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_006349,Pleurotus ostreatus,0,,"A feed ingredient with governed workbook identity “Pleurotus ostreatus”, classified within “Other Ingredients”. Component, processing method, presentation form, bulk consistency, moisture condition, product role, integrity, composition, and constituent are unspecified unless separately asserted.",source material hidden under residual category,move,feed material,fungal feed materials with source taxon,model-supported,Pleurotus ostreatus should be classified by biological source.
AOM_006364,Bread Waste Dried,other_ingredients_descendant,AOM_003829,Bread Waste,AOM_100987,Processed food by-products,0,,A feed material with governed source identity “bread waste” and characteristics: moisture condition — Dried moisture condition; processing method — Drying.,valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_006389,Organic Acid,feed_material_direct_child,AOM_100850,Feed materials,,,1,,An AOM controlled category for “Organic Acid” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,chemical class used as feed-material category,move,chemical substance,chemical substances; additive function asserted separately,authority-supported,Organic acid is a chemical class; feed-additive status depends on use and authorization.
AOM_100921,Crop product,feed_material_direct_child,AOM_100850,Feed materials,,,185,,Feed-material category for primary crop products.,direct feed-material category outside disputed branches,retain-pending-later-review,feed material,Crop product,outside-current-defect,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_100976,Animal by-products,feed_material_direct_child,AOM_100850,Feed materials,,,30,,Grouping for animal-derived production and processing residues; processing state remains represented by narrower feed-material concepts.,direct feed-material category outside disputed branches,retain-pending-later-review,feed material,Animal by-products,outside-current-defect,Included to prove complete direct-branch coverage; no new defect asserted in this review.
AOM_100987,Processed food by-products,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_100987,Processed food by-products,7,,Grouping for processed-food residues; processing state remains represented by narrower feed-material concepts.,valid materials hidden under residual category,move,feed material and product role,processed food by-products,authority-supported,"Former foodstuffs are feed materials with by-product or waste roles, not Other Ingredients."
AOM_100988,Untreated organic-waste feed materials,other_ingredients_descendant,AOM_000781,Other Ingredients,AOM_100988,Untreated organic-waste feed materials,2,,Grouping for untreated organic waste; processing state remains represented by narrower feed-material concepts.,valid material scope hidden under residual category,move-or-hold,feed material and waste role,organic-waste feed materials,requires-safety-evidence,Waste identity and regulatory acceptability require explicit evidence; Other Ingredients adds no meaning.
AOM_100989,Microalgae supplements,supplement_descendant,AOM_000736,Supplement,AOM_100989,Microalgae supplements,1,,Grouping for microalgae; processing state remains represented by narrower feed-material concepts.,source-material group named by supplemental use,rename-and-move,feed material,microalgal feed materials,model-supported,Microalgal biomass remains a source-based feed material regardless of supplemental use.
AOM_101019,Feed-material anatomical parts,component_composition_process_structure,AOM_000328,Feed Characteristic,,,33,aom:FeedMaterialPartCategory,Biological structures represented as components of feed materials.,anatomical and manufactured component roots exposed in parallel,rename-and-reparent,material component,Anatomical components under Feed material components,ontology-supported,FoodOn separates organism anatomy from manufactured fractions while relating both as product facets.
AOM_101024,Bulb,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101025,Cladode,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101026,Cob,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101027,Corm,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101028,Fruit,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101029,Germ,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101030,Hull,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101031,Husk,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101032,Kernel,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101033,Leaf,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101034,Peel,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101035,Pod,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101036,Pseudostem,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101037,Root,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101038,Seed,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101039,Sheath,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101040,Shell component,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed shell component value used for feed-material semantics; distinguished from the feed-material concept labeled Shell.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101041,Sprout,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101042,Stalk,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101043,Tuber,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101044,Viscera,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101045,Twig,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101046,Bark,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101047,Stem,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101048,Plant top,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101068,Brewhouse processing,component_composition_process_structure,AOM_000826;AOM_101130,Thermal feed processes;Feed separation processes,,,0,aom:ProcessingMethod,"Mashing, lautering, boiling, or related brewhouse operations represented separately from microbial fermentation.",upstream beverage-manufacturing bundle placed among feed treatments,retire-from-feed-processes,source production process,future Beer brewing process linked with derivedFromProcess,ontology-supported,Brewhouse operations are not intentionally applied to feed material; by-products are outputs of brewing stages.
AOM_101069,Defatting,component_composition_process_structure,AOM_101130,Feed separation processes,,,0,aom:ProcessingMethod,Governed processing method value used for ingredient-component semantics.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101070,Pressing,component_composition_process_structure,AOM_000837;AOM_101130,Mechanical feed processes;Feed separation processes,,,0,aom:ProcessingMethod,Governed processing method value used for ingredient-component semantics.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101072,Extraction,component_composition_process_structure,AOM_101130,Feed separation processes,,,0,aom:ProcessingMethod,Governed processing method value used for ingredient-component semantics.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101073,Threshing,component_composition_process_structure,AOM_000837;AOM_101130,Mechanical feed processes;Feed separation processes,,,0,aom:ProcessingMethod,Governed processing method value used for ingredient-component semantics.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101074,Grain,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for ingredient-component semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101085,Feed material components,component_composition_process_structure,AOM_000328,Feed Characteristic,,,2,aom:FeedMaterialComponent,Reviewed material scopes and components that are not limited to anatomical parts.,under-specified root with unrelated Bran and Whole crop children,retain-and-restructure,material component,Feed material components with typed subbranches,ontology-supported,One component root should contain explicit anatomical-component and processed-fraction subbranches; Whole crop belongs elsewhere.
AOM_101086,Whole crop,component_composition_process_structure,AOM_101085,Feed material components,,,0,aom:FeedMaterialComponent,Governed material component value used for feed-material semantics.,whole-crop scope represented as component,move-and-rename,component-retention state,Whole-crop composition under component-retention states,model-supported,"Whole crop describes retained harvested scope, not one component part."
AOM_101103,Blood component,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed blood component value used for feed-material semantics; distinguished from the feed-material concept labeled Blood.,body substance represented as connected anatomy,move,material component,animal body substances under Feed material components,ontology-supported,Blood is a body substance rather than a connected anatomical structure.
AOM_101104,Bran,component_composition_process_structure,AOM_101085,Feed material components,,,0,aom:FeedMaterialComponent,A material fraction separated from cereal grain during milling and consisting mainly of outer grain layers with variable attached endosperm.,processed milling fraction lacks typed component branch,move,processed material fraction,Cereal milling fractions under Feed material components,ontology-supported,Bran may denote cereal outer tissues but feed bran is commonly a milling fraction; it is not a simple universal anatomy value.
AOM_101105,Stover,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,composite crop residue represented as anatomy,move,feed material and product role,crop-residue feed materials / Stover role,model-supported,"Stover is a composite post-harvest residue, not one anatomical structure."
AOM_101106,Straw,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,composite crop residue represented as anatomy,move,feed material and product role,crop-residue feed materials / Straw role,model-supported,"Straw is a composite crop residue, not one anatomical structure."
AOM_101107,Vine,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101109,Material integrity,component_composition_process_structure,AOM_000328,Feed Characteristic,,,1,aom:MaterialIntegrity,Compositional or anatomical integrity retained by a feed material independently of particle presentation and processing.,misnamed integrity root duplicates composition semantics,retire,none,replace with component-retention states,authority-supported,Whole grain can remain compositionally whole after grinding; integrity is misleading.
AOM_101110,Whole-grain integrity,component_composition_process_structure,AOM_101109,Material integrity,,,0,aom:MaterialIntegrity,Retention of characteristic anatomical fractions of a cereal grain independently of particle-size reduction.,whole-grain composition represented as integrity,rename-and-move,component-retention state,Whole-grain composition under component-retention states,authority-supported,"Whole grain means bran, germ, and endosperm retained in original proportions, including after grinding."
AOM_101115,Composition states,component_composition_process_structure,AOM_000328,Feed Characteristic,,,2,aom:CompositionState,Governed composition state vocabulary used for feed-material semantics.,orphan top-level fragment with negative-sounding values,rename-and-reparent,component-retention state,Native-component retention states under Feed Chemical Composition,authority-supported,Positive retention assertions are clearer than absence-of-process assertions and work under open-world semantics.
AOM_101116,Whole-milk composition,component_composition_process_structure,AOM_101115,Composition states,,,0,aom:CompositionState,Governed composition state value used for feed-material semantics.,generic composition value lacks positive retained-component semantics,retain-and-strengthen,component-retention state,Whole-milk composition plus retains native milk fat,requires-definition-evidence,"Whole milk should use positive composition evidence, not merely absence of skimming."
AOM_101117,Flower,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101121,Rhizome,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101122,Liver,component_composition_process_structure,AOM_101019,Feed-material anatomical parts,,,0,aom:FeedMaterialPartCategory,Governed anatomical part value used for feed-material semantics.,anatomical value in flat generated branch,retain-and-reparent,anatomical component,Anatomical components under Feed material components,ontology-supported,Retain reusable anatomy value but place it under one component architecture.
AOM_101124,Distillation,component_composition_process_structure,AOM_000826;AOM_101130,Thermal feed processes;Feed separation processes,,,0,aom:ProcessingMethod,Governed processing method value used for feed-material semantics.,process grouped by broad separation objective,retain-with-reviewed-parent,process objective,Feed component separation processes,process-definition-supported,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101128,Rendering,component_composition_process_structure,AOM_000826;AOM_101130,Thermal feed processes;Feed separation processes,,,0,aom:ProcessingMethod,Thermal processing of animal by-products to separate or stabilize feed materials.,broad thermal conversion treated universally as separation,remove-separation-parent,thermal source processing,Thermal feed processes; separation only for explicit rendering outputs,requires-process-specific-evidence,Rendering can include separation but generic rendering does not always assert component recovery.
AOM_101130,Feed separation processes,component_composition_process_structure,AOM_000845,Feed processes,,,9,aom:ProcessingMethod,Feed processes whose objective includes separating components or fractions of a source material.,ambiguous objective branch includes non-separation process bundles,rename-and-prune,process objective,Feed component separation processes,ontology-supported,FoodOn uses component separation process for processes removing a component; Brewhouse processing does not satisfy that definition.
AOM_101134,Full-fat composition,component_composition_process_structure,AOM_101115,Composition states,,,0,aom:CompositionState,Composition state indicating that native fat has not been intentionally removed; it does not assert a measured fat concentration.,negative-sounding state lacks explicit retained constituent,rename-or-strengthen,component-retention state,Native-fat-retained composition plus retains native fat,model-supported,Not-defatted is unsafe as an inferred negative; assert retained native fat positively when source says full-fat.
