concept_id,preferred_label,review_axis,review_role,current_parent_ids,recommended_disposition,proposed_label,proposed_parent_or_axis,recommended_semantic_action,mapping_candidate,evidence_ids,status,blocking_question,rationale,reviewer,review_date
AOM_101043,Tuber,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0025522 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101044,Viscera,material-component,animal-anatomy,AOM_101019,move-under-animal-anatomy,,Animal anatomical components,Place under proposed Animal anatomical components after exact collective-scope review.,UBERON:0002075 close mapping candidate,LOCAL-GRAPH;UBERON;FOODON-REPO,held,"Does plural Viscera map to one viscus, a collection, or source-specific offal material?",Current flat anatomy branch obscures biological source; animal anatomy mapping is available or close.,Codex,2026-08-19
AOM_101045,Twig,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,Plant Ontology exact mapping pending,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101046,Bark,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0004518 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101047,Stem,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009047 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101048,Plant top,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101074,Grain,material-component,vernacular-or-collective-plant-component,AOM_101019,hold-exact-anatomical-scope,,AOM_101085 pending exact mapping,Keep stable component value visible but do not force under Plant anatomy until source- and taxon-aware identity is resolved.,,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-PINNED,held,What exact plant structure or material fraction does this label denote across current material assertions?,"Common feed label may denote anatomy, a whole material, a collective part, or processing fraction depending on source.",Codex,2026-08-19
AOM_101103,Blood component,material-component,duplicate-animal-body-substance,AOM_101145,deprecate-after-reuse-review,,replace with AOM_001616 after identity confirmation,Reuse existing AOM_001616 Blood as body-substance identity if definition review confirms exact match; keep by-product role separate.,AOM_001616,LOCAL-GRAPH;UBERON;FOODON-REPO,proposed,,Property context does not justify duplicate Blood identity and current component concept has no material assertions.,Codex,2026-08-19
AOM_101105,Stover,material-component,crop-residue-material-type,AOM_101154,remove-component-use-hold-identity,,existing source-specific feed materials; generic Stover need review,Remove tautological materialComponent assertions; reuse existing material identities and decide whether generic concept remains necessary outside component axis.,generic Stover material identity decision pending,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,held,Is a generic Stover material concept required after source-specific hierarchy and role facets are complete?,Current target repeats material identity for Straw/Stover records and does not identify a distinct component; Straw also overlaps existing AOM_000582 Unspecified Straw.,Codex,2026-08-19
AOM_101106,Straw,material-component,crop-residue-material-type,AOM_101154,remove-component-use-hold-identity,,existing source-specific feed materials; AOM_000582 review for generic Straw,Remove tautological materialComponent assertions; reuse existing material identities and decide whether generic concept remains necessary outside component axis.,AOM_000582,LOCAL-GRAPH;AGROVOC-STRAW;NALT-CROP-RESIDUES;NALT-STOVER,held,Does existing AOM_000582 cover generic Straw identity?,Current target repeats material identity for Straw/Stover records and does not identify a distinct component; Straw also overlaps existing AOM_000582 Unspecified Straw.,Codex,2026-08-19
AOM_101107,Vine,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,Plant Ontology exact mapping pending,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101117,Flower,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009046 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101121,Rhizome,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0004542 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101122,Liver,material-component,animal-anatomy,AOM_101019,move-under-animal-anatomy,,Animal anatomical components,Place under proposed Animal anatomical components after exact collective-scope review.,UBERON:0002107,LOCAL-GRAPH;UBERON;FOODON-REPO,proposed,,Current flat anatomy branch obscures biological source; animal anatomy mapping is available or close.,Codex,2026-08-19
AOM_101144,Cereal milling fractions,material-component,one-child-milling-grouping,AOM_101143,retire-structural-wrapper,,replace with AOM_101143,Move Bran directly under Processed material fractions; retain wrapper only if later reviewed cohort adds multiple justified members.,,LOCAL-GRAPH;EU-FEED-CATALOGUE;FOODON-PINNED,proposed,,Current one-child branch adds Bran-specific complexity without additional distinction.,Codex,2026-08-19
AOM_101153,Endosperm,material-component,plant-anatomy,AOM_101019,move-under-plant-anatomy,,Plant anatomical components,Place under proposed Plant anatomical components and publish exact external mapping only after definition comparison.,PO:0009089 exact-label mapping candidate,LOCAL-GRAPH;PLANT-ONTOLOGY;FOODON-REPO,proposed,,Concept denotes plant structure; grouped navigation improves current flat mixed branch without changing source or product role.,Codex,2026-08-19
AOM_101104,Bran,material-component,processed-milling-fraction,AOM_101144,retain-and-reparent,,AOM_101143 Processed material fractions,Keep Bran as process-defined component/fraction and move directly under Processed material fractions.,FOODON:03420288 close mapping candidate,LOCAL-GRAPH;EU-FEED-CATALOGUE;FOODON-PINNED,proposed,,"EU maize bran contains outer skins, germ fragments, and endosperm particles; it is not one anatomy structure.",Codex,2026-08-19
