feed_material_id,feed_material_label,target_property,target_concept_id,target_label,review_axis,recommended_disposition,status,reviewer,review_date,evidence,rationale,rule_id
AOM_001963,Potamogeton lucens Pods Dried,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002012,Cocoa Pods Husk Boiled Dried Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002041,Acacia sieberiana Pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002042,Acacia sieberiana Pods Dried,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002043,Acacia sieberiana Pods Dried Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002049,Faidherbia albida Pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002050,Faidherbia albida Pods Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002051,Faidherbia albida Pods Dried Ground Soaked,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002087,Prosopis Pods Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002088,Alfalfa Pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002089,Alfalfa Pods Dried,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002151,Piliostigma reticulatum pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002203,Piliostigma thonningii pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_003961,Acacia tortilis Pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006011,Pterocarpus lucens Pods,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006012,Pterocarpus lucens Pods Dried,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006067,Cocoa Pods Husk Ensiled Dried Urea Treated,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006292,Piliostigma thonningii pods Crushed,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006295,Prosopis juliflora Pods Dried Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006296,Prosopis juliflora Pods Dried Fermented Ground,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_006326,Piliostigma reticulatum pods Crushed Dried,aom:ingredientPart,AOM_101035,Pod,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_001978,Moringa oleifera Root Bark Dried Ground,aom:ingredientPart,AOM_101037,Root,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-ROOT
AOM_003266,Taro Root,aom:ingredientPart,AOM_101037,Root,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-ROOT
AOM_003482,Sugar Beet,aom:ingredientPart,AOM_101037,Root,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11843,Explicit descriptor “sugar beet” mapped through hard-tail decision AOM_003482; assertion 1.,
AOM_006262,Taro Root Dried Ground,aom:ingredientPart,AOM_101037,Root,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-ROOT
AOM_000596,Date Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_000600,Watermelon Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_000608,Pea Seed Hull,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_000620,Cotton Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_000675,Sunflower Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001156,Jatropha curcas Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001157,Jatropha curcas Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001164,Mucuna pruriens Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001187,Cotton Seed Hull,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001191,Noug Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001196,Mango Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001253,Cotton Seed Cake Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001277,Sesame Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001279,Sesame Seed Cake Ground Roasted,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001300,Arugula Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001312,Cotton Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001334,Pearl Millet,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11688,Explicit descriptor “grain” mapped through hard-tail decision AOM_001334; assertion 1.,
AOM_001336,Sesame Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001338,Sunflower Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001357,Black Cumin Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001436,Tomato Skin Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001440,Sesame Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001568,Adansonia digitata Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001625,Mango Seed Kernel,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001641,Cotton Seed Cake Dried,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001642,Cotton Seed Decorticated Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001643,Cotton Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001644,Cotton Seed Cake Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001693,Mango Seed Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001694,Mango Seed Kernel Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001695,Mango Seed Kernel Crushed Dried,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001698,Mucuna pruriens Seed Crushed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001790,Adansonia digitata Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001888,Mango Seed Kernel Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001893,Hibiscus Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001894,Sunflower Seed Cake Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001909,Black Cumin Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001971,Jatropha curcas Seed Defatted Fermented Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001982,Prosopis africana Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_001983,Prosopis africana Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002000,Noug Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002107,Cocoa Bean,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,Explicit descriptor “bean” mapped through hard-tail decision AOM_002107; assertion 1.,
AOM_002128,Sesame Seed Dried Ground Soaked,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002208,Sunflower Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002209,Safflower Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002215,Black Cumin Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002233,Melon Seed Husk,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002346,Adansonia digitata Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003072,Groundnut,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12165,Explicit descriptor “groundnut” mapped through hard-tail decision AOM_003072; assertion 1.,
AOM_003080,Sesbania sesban Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003596,Grape Seeds,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,review/livestock-v10/feedipedia_semantic_review.csv,Grape identifies source and seeds identify anatomical part.,
AOM_003890,Argan Seed Cake,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003905,Trachyspermum ammi Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003906,Quercus ilex Nut,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_58334;wfo-0000291203,Explicit descriptor “nut” mapped through hard-tail decision AOM_003906; assertion 1.,
AOM_003919,Delonix regia Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003920,Hevea brasiliensis Seed Cake Boiled Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003970,Adansonia digitata Seed Cake Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003971,Moringa oleifera Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003973,Cotton Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_004255,Flaxseed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved,Pete Steward,2026-08-06,era_master_sheet.xlsx#AOM;review/livestock-v20/final_definition_tail_register.csv,Explicit descriptor “seed” mapped through hard-tail decision AOM_004255; assertion 1.,
AOM_006019,Adansonia digitata Seed Dried Fermented Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006073,Cotton Seed Cake Decorticated,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006081,Delonix regia Seed Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006082,Delonix regia Seed Ground Roasted,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006083,Delonix regia Seed Dried Ground Roasted,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006118,Hevea brasiliensis Seed,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006130,Melon Seed Husk Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006136,Moringa oleifera Seed Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006158,Black Cumin Seed Cake Crushed Dried,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006166,Cotton Seed Decorticated Dried,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_006171,Jackfruit Seed Dried Ground,aom:ingredientPart,AOM_101038,Seed,material-component,move-under-plant-anatomy,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
