feed_material_id,preferred_label,disposition,status,evidence,rationale
AOM_006171,Jackfruit Seed Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006172,Jackfruit Seed Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006173,Hibiscus Seed Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006174,Lablab purpureus Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006179,Wood Ash Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006184,Vitex doniana Ground Wilted,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006185,Vitex doniana Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006186,Viscum album Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006190,Rice Straw Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006194,Shell Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006196,Adansonia digitata Seed Cake Decorticated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006198,Cochlospermum planchonii Rhizomes Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006204,Moringa oleifera Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006207,Vernonia amygdalina Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006208,Vernonia amygdalina Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006212,Vachellia polyacantha Leaves Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006215,Cassava Peel Enzyme Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006218,Maize Cob Enzyme Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006219,Delonix regia Seed Alkali Treated Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006226,Maize Bran Alkali Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006227,Moringa oleifera Leaves Extract Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006229,Mucuna pruriens Seed Alkali Treated Boiled Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006230,Mucuna pruriens Seed Alkali Treated Boiled Decorticated Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006231,Mucuna pruriens Seed Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006232,Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006233,Mucuna pruriens Protein Isolate Alkali Treated Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006234,Mucuna pruriens Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006239,Untreated Organic Waste Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006240,Untreated Organic Waste Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006244,Unspecified Straw Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006251,Tristachya leucothrix Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006256,Themeda triandra Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006257,Themeda triandra Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006262,Taro Root Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006264,Sugarcane Peel Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006269,Sugarcane Bagasse Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006290,Phyllanthus amarus Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006295,Prosopis juliflora Pods Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006296,Prosopis juliflora Pods Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006300,Rice Offal Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006304,Rice Straw Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006305,Samanea saman Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006307,Sesame Seed Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006308,Sesbania sesban Leaves Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006311,Sheanut Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006320,African Yam Bean Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006327,Rosemary Residues Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006328,Sorghum Straw Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006336,Rice Straw Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006337,Rice Straw Dried Fermented Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006343,Moringa oleifera Seed Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006347,Marula Seed Cake Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006357,Acacia mearnsii Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006366,Dichrostachys cinerea Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006368,Eragrostis curvula Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006380,Jojoba Enzyme Treated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006399,Mucuna pruriens Seed Alkali Treated Boiled Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006400,Mucuna pruriens Protein Isolate Alkali Treated Boiled Decorticated Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006404,Cassava Sieviate Dried Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006408,Linseed Ground,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_006500,Mucuna pruriens Seed Boiled Decorticated Dried Ground Soaked,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
AOM_101127,Poultry by-product meal,no_identified_bulk_state_conflict,reviewed,docs/decisions/0042-feed-process-and-material-state-axes.md,Grinding supports particle-size reduction but does not establish moisture condition or bulk consistency.
