node_id,label,node_type,module,status
AOM_006180,Tamarind,aom-concept,aom-livestock,staging
AOM_002125,White Lupin Grain Dehulled Dried Soaked,aom-concept,aom-livestock,staging
AOM_002126,White Lupin Grain Dried Soaked,aom-concept,aom-livestock,staging
AOM_012120,White Lupin Grain Roasted,aom-concept,aom-livestock,staging
AOM_002116,White Lupin Grain,aom-concept,aom-livestock,staging
AOM_002115,White Lupin,aom-concept,aom-livestock,staging
AOM_001347,Winged Bean Autoclaved Ground,aom-concept,aom-livestock,staging
AOM_001348,Winged Bean Ground Roasted,aom-concept,aom-livestock,staging
AOM_001752,Winged Bean Ground,aom-concept,aom-livestock,staging
AOM_000677,Oil Plant Products,aom-concept,aom-livestock,staging
AOM_001309,Canola,aom-concept,aom-livestock,staging
AOM_001308,Canola Oil,aom-concept,aom-livestock,staging
AOM_003700,Coconut Oil,aom-concept,aom-livestock,staging
AOM_001185,Linseed,aom-concept,aom-livestock,staging
AOM_001700,Noug Cake Ground,aom-concept,aom-livestock,staging
AOM_001333,Oil,aom-concept,aom-livestock,staging
AOM_000671,Palm Oil,aom-concept,aom-livestock,staging
AOM_001961,Palm Oil Crude Ground,aom-concept,aom-livestock,staging
AOM_000672,Palm Oil Crude,aom-concept,aom-livestock,staging
AOM_001837,Palm Oil Sludge,aom-concept,aom-livestock,staging
AOM_001321,Safflower Ground,aom-concept,aom-livestock,staging
AOM_002209,Safflower Seed,aom-concept,aom-livestock,staging
AOM_001897,Sheanut,aom-concept,aom-livestock,staging
AOM_000673,Sunflower,aom-concept,aom-livestock,staging
AOM_000674,Sunflower Oil,aom-concept,aom-livestock,staging
AOM_000675,Sunflower Seed Ground,aom-concept,aom-livestock,staging
AOM_002208,Sunflower Seed,aom-concept,aom-livestock,staging
AOM_000676,Vegetable Oil,aom-concept,aom-livestock,staging
AOM_000681,Roots and Tuber Products,aom-concept,aom-livestock,staging
AOM_001322,Cassava Ground,aom-concept,aom-livestock,staging
AOM_000678,Cassava Starch,aom-concept,aom-livestock,staging
AOM_002035,Cassava Tuber Boiled Dried Ground,aom-concept,aom-livestock,staging
AOM_002034,Cassava Tuber Dried Grated Fermented Peeled,aom-concept,aom-livestock,staging
AOM_006060,Cassava Tuber Ground,aom-concept,aom-livestock,staging
AOM_000679,Cassava Tuber,aom-concept,aom-livestock,staging
AOM_001282,Enset,aom-concept,aom-livestock,staging
AOM_001819,Ensete ventricosum Leaves,aom-concept,aom-livestock,staging
AOM_001820,Potato Starch,aom-concept,aom-livestock,staging
AOM_000680,Sweet Potato,aom-concept,aom-livestock,staging
AOM_001840,Sweet Potato Tuber,aom-concept,aom-livestock,staging
AOM_001818,Ensete ventricosum Corm,aom-concept,aom-livestock,staging
AOM_002215,Black Cumin Seed Cake,aom-concept,aom-livestock,staging
AOM_006158,Black Cumin Seed Cake Crushed Dried,aom-concept,aom-livestock,staging
AOM_001358,Black Cumin Ground,aom-concept,aom-livestock,staging
AOM_001909,Black Cumin Seed Ground,aom-concept,aom-livestock,staging
AOM_001357,Black Cumin Seed,aom-concept,aom-livestock,staging
AOM_001782,Lippia javanica Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001781,Lippia javanica Leaves,aom-concept,aom-livestock,staging
AOM_001780,Lippia javanica,aom-concept,aom-livestock,staging
AOM_001345,Rosemary Leaves,aom-concept,aom-livestock,staging
AOM_001344,Rosemary Oil,aom-concept,aom-livestock,staging
AOM_006327,Rosemary Residues Dried Ground,aom-concept,aom-livestock,staging
AOM_003887,Rosemary Residues,aom-concept,aom-livestock,staging
AOM_001354,Turmeric,aom-concept,aom-livestock,staging
AOM_003066,Alternanthera sessilis,aom-concept,aom-livestock,staging
AOM_001850,Brassica oleracea,aom-concept,aom-livestock,staging
AOM_002036,Fluted Pumpkin Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001270,Fluted Pumpkin Leaves Extract,aom-concept,aom-livestock,staging
AOM_001257,Fluted Pumpkin Leaves Ground,aom-concept,aom-livestock,staging
AOM_001256,Fluted Pumpkin Leaves,aom-concept,aom-livestock,staging
AOM_006200,Garlic Oil,aom-concept,aom-livestock,staging
AOM_001661,Onion Bulb Dried Ethanol Treated Blended,aom-concept,aom-livestock,staging
AOM_001359,Onion Bulb,aom-concept,aom-livestock,staging
AOM_006238,Onion Veins Ensiled,aom-concept,aom-livestock,staging
AOM_003359,Onion Veins,aom-concept,aom-livestock,staging
AOM_001784,Scarlet Eggplant Market Waste Wilted,aom-concept,aom-livestock,staging
AOM_001783,Scarlet Eggplant Market Waste,aom-concept,aom-livestock,staging
AOM_001662,Scarlet Eggplant Wilted,aom-concept,aom-livestock,staging
AOM_001360,Scarlet Eggplant,aom-concept,aom-livestock,staging
AOM_003070,Talinum fruticosum,aom-concept,aom-livestock,staging
AOM_000809,Essential Fatty Acid,aom-concept,aom-livestock,staging
AOM_000735,Forage Plants,aom-concept,aom-livestock,staging
AOM_000683,Aquatic Plants,aom-concept,aom-livestock,staging
AOM_002037,Lemna Dried,aom-concept,aom-livestock,staging
AOM_001556,Lemna,aom-concept,aom-livestock,staging
AOM_001557,Lemna minor,aom-concept,aom-livestock,staging
AOM_001962,Potamogeton lucens Leaves Dried,aom-concept,aom-livestock,staging
AOM_001559,Potamogeton lucens Leaves,aom-concept,aom-livestock,staging
AOM_001963,Potamogeton lucens Pods Dried,aom-concept,aom-livestock,staging
AOM_001560,Potamogeton lucens Pods,aom-concept,aom-livestock,staging
AOM_001558,Potamogeton lucens,aom-concept,aom-livestock,staging
AOM_001851,Spirulina,aom-concept,aom-livestock,staging
AOM_001964,Spirulina Dried,aom-concept,aom-livestock,staging
AOM_006022,Spirulina Ground,aom-concept,aom-livestock,staging
AOM_001562,Ulva armoricana,aom-concept,aom-livestock,staging
AOM_001561,Ulva lactuca,aom-concept,aom-livestock,staging
AOM_001664,Ulva rigida Dried Ground,aom-concept,aom-livestock,staging
AOM_001564,Ulva rigida Ground,aom-concept,aom-livestock,staging
AOM_001563,Ulva rigida,aom-concept,aom-livestock,staging
AOM_001565,Vallisneria aethiopica,aom-concept,aom-livestock,staging
AOM_000682,Water Hyacinth,aom-concept,aom-livestock,staging
AOM_002131,Water Hyacinth Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_001852,Water Hyacinth Dried Ground,aom-concept,aom-livestock,staging
AOM_001552,Water Hyacinth Fermented,aom-concept,aom-livestock,staging
AOM_001554,Water Hyacinth Molasses Fermented,aom-concept,aom-livestock,staging
AOM_001555,Water Hyacinth Yeast Fermented,aom-concept,aom-livestock,staging
AOM_000701,Cereal and Grass Forages,aom-concept,aom-livestock,staging
AOM_006039,Andropogon Dried,aom-concept,aom-livestock,staging
AOM_001379,Andropogon,aom-concept,aom-livestock,staging
AOM_001382,Andropogon abyssinica,aom-concept,aom-livestock,staging
AOM_002216,Andropogon appendiculatus,aom-concept,aom-livestock,staging
AOM_001581,Andropogon gayanus Dried,aom-concept,aom-livestock,staging
AOM_001381,Andropogon gayanus Ensiled,aom-concept,aom-livestock,staging
AOM_006103,Andropogon gayanus Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_001380,Andropogon gayanus,aom-concept,aom-livestock,staging
AOM_001383,Andropogon guianensis,aom-concept,aom-livestock,staging
AOM_006021,Andropogon tectorum,aom-concept,aom-livestock,staging
AOM_001456,Aristida,aom-concept,aom-livestock,staging
AOM_001457,Aristida adscensionis,aom-concept,aom-livestock,staging
AOM_001459,Bothriochloa Dried,aom-concept,aom-livestock,staging
AOM_001458,Bothriochloa,aom-concept,aom-livestock,staging
AOM_001460,Bothriochloa insculpta,aom-concept,aom-livestock,staging
AOM_001898,Bothriochloa dried,aom-concept,aom-livestock,staging
AOM_001396,Bracharia Dried,aom-concept,aom-livestock,staging
AOM_006045,Bracharia Dried Ground,aom-concept,aom-livestock,staging
AOM_001395,Bracharia,aom-concept,aom-livestock,staging
AOM_006044,Bracharia decumbens Dried,aom-concept,aom-livestock,staging
AOM_001620,Bracharia decumbens Ensiled,aom-concept,aom-livestock,staging
AOM_001397,Bracharia decumbens,aom-concept,aom-livestock,staging
AOM_006046,Brachiaria brizantha Dried,aom-concept,aom-livestock,staging
AOM_001385,Brachiaria brizantha,aom-concept,aom-livestock,staging
AOM_006159,Brachiaria hybrid Dried,aom-concept,aom-livestock,staging
AOM_003385,Brachiaria hybrid,aom-concept,aom-livestock,staging
AOM_006047,Brachiaria ruziziensis Dried,aom-concept,aom-livestock,staging
AOM_001398,Brachiaria ruziziensis,aom-concept,aom-livestock,staging
AOM_001399,Brachiaria serrata,aom-concept,aom-livestock,staging
AOM_000686,Cenchrus ciliaris,aom-concept,aom-livestock,staging
AOM_001400,Cenchrus ciliaris Dried,aom-concept,aom-livestock,staging
AOM_001401,Chloris,aom-concept,aom-livestock,staging
AOM_006065,Chloris gayana Crushed Dried,aom-concept,aom-livestock,staging
AOM_001635,Chloris gayana Dried Ground,aom-concept,aom-livestock,staging
AOM_001633,Chloris gayana Dried,aom-concept,aom-livestock,staging
AOM_001634,Chloris gayana Dried Wilted,aom-concept,aom-livestock,staging
AOM_001402,Chloris gayana,aom-concept,aom-livestock,staging
AOM_002038,Combretum aculeatum,aom-concept,aom-livestock,staging
AOM_001649,Cynadon dactylon Dried,aom-concept,aom-livestock,staging
AOM_001462,Cynadon dactylon,aom-concept,aom-livestock,staging
AOM_001464,Cynadon plectostachyus,aom-concept,aom-livestock,staging
AOM_006075,Cynodon Dried,aom-concept,aom-livestock,staging
AOM_001461,Cynodon,aom-concept,aom-livestock,staging
AOM_006074,Cynodon nlemfuensis Dried,aom-concept,aom-livestock,staging
AOM_001465,Cynodon nlemfuensis,aom-concept,aom-livestock,staging
AOM_003103,Dactyloctenium aegyptium,aom-concept,aom-livestock,staging
AOM_000687,Desho Grass Hay,aom-concept,aom-livestock,staging
AOM_002229,Desmodium uncinatum,aom-concept,aom-livestock,staging
AOM_000688,Digitaria Dried,aom-concept,aom-livestock,staging
AOM_003916,Digitaria,aom-concept,aom-livestock,staging
AOM_001388,Digitaria abyssinica,aom-concept,aom-livestock,staging
AOM_001389,Digitaria decumbens,aom-concept,aom-livestock,staging
AOM_001390,Digitaria nodosa,aom-concept,aom-livestock,staging
AOM_006092,Digitaria smutsii Dried,aom-concept,aom-livestock,staging
AOM_001391,Digitaria smutsii,aom-concept,aom-livestock,staging
AOM_001392,Digitaria ternota,aom-concept,aom-livestock,staging
AOM_001466,Diheteropogon amplectens,aom-concept,aom-livestock,staging
AOM_006088,Eclipta alba Leaves Dried,aom-concept,aom-livestock,staging
AOM_002238,Eclipta alba,aom-concept,aom-livestock,staging
AOM_001467,Eleusine floccifolia,aom-concept,aom-livestock,staging
AOM_001785,Elionurus muticus,aom-concept,aom-livestock,staging
AOM_006091,Eragotris tremula Dried,aom-concept,aom-livestock,staging
AOM_001786,Eragotris tremula,aom-concept,aom-livestock,staging
AOM_001468,Eragrostis capensis,aom-concept,aom-livestock,staging
AOM_001787,Eragrostis curvula Dried,aom-concept,aom-livestock,staging
AOM_006368,Eragrostis curvula Dried Ground,aom-concept,aom-livestock,staging
AOM_006093,Eragrostis curvula Ground,aom-concept,aom-livestock,staging
AOM_001393,Eragrostis curvula,aom-concept,aom-livestock,staging
AOM_001469,Eragrostis papposa,aom-concept,aom-livestock,staging
AOM_006094,Eragrostis racemosa,aom-concept,aom-livestock,staging
AOM_001470,Eragrostis rigidior,aom-concept,aom-livestock,staging
AOM_006097,Festuca ovina,aom-concept,aom-livestock,staging
AOM_003907,Forest Pasture,aom-concept,aom-livestock,staging
AOM_001965,Grass Dried Ensiled,aom-concept,aom-livestock,staging
AOM_000692,Grass Dried Ground,aom-concept,aom-livestock,staging
AOM_001809,Grass Dried,aom-concept,aom-livestock,staging
AOM_000693,Grass Local,aom-concept,aom-livestock,staging
AOM_001471,Harpachne schimperi,aom-concept,aom-livestock,staging
AOM_006117,Heteropogon contortus Ground,aom-concept,aom-livestock,staging
AOM_001472,Heteropogon contortus,aom-concept,aom-livestock,staging
AOM_001386,Hordeum vulgare Dried,aom-concept,aom-livestock,staging
AOM_001404,Hyparrhenia Dried,aom-concept,aom-livestock,staging
AOM_006369,Hyparrhenia,aom-concept,aom-livestock,staging
AOM_001473,Hyparrhenia filipendula,aom-concept,aom-livestock,staging
AOM_006119,Hyparrhenia hirta,aom-concept,aom-livestock,staging
AOM_001663,Hyparrhenia rufa Dried,aom-concept,aom-livestock,staging
AOM_001405,Hyparrhenia rufa,aom-concept,aom-livestock,staging
AOM_001474,Hyperthelia dissoluta,aom-concept,aom-livestock,staging
AOM_001788,Jardinea congoensis,aom-concept,aom-livestock,staging
AOM_001853,Juncaceae,aom-concept,aom-livestock,staging
AOM_002234,Kochia scoparia,aom-concept,aom-livestock,staging
AOM_001475,Lolium,aom-concept,aom-livestock,staging
AOM_001476,Lolium multiflorum,aom-concept,aom-livestock,staging
AOM_001477,Loudetia simplex,aom-concept,aom-livestock,staging
AOM_001478,Loudetia togoensis,aom-concept,aom-livestock,staging
AOM_000695,Luscious Pasture,aom-concept,aom-livestock,staging
AOM_002039,Megathyrsus maximus Bran,aom-concept,aom-livestock,staging
AOM_001676,Megathyrsus maximus Dried,aom-concept,aom-livestock,staging
AOM_003912,Megathyrsus maximus Leaves,aom-concept,aom-livestock,staging
AOM_006115,Megathyrsus maximus Wilted,aom-concept,aom-livestock,staging
AOM_001479,Megathyrsus maximus,aom-concept,aom-livestock,staging
AOM_001481,Melinis repens,aom-concept,aom-livestock,staging
AOM_001513,Microchloa caffra,aom-concept,aom-livestock,staging
AOM_006236,Nassella Trichotoma,aom-concept,aom-livestock,staging
AOM_006277,Panicum Dried,aom-concept,aom-livestock,staging
AOM_003677,Panicum,aom-concept,aom-livestock,staging
AOM_006275,Panicum antidotale Dried,aom-concept,aom-livestock,staging
AOM_001677,Panicum maximum Ensiled,aom-concept,aom-livestock,staging
AOM_006276,Panicum maximum Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_001408,Panicum maximum Straw,aom-concept,aom-livestock,staging
AOM_001709,Panicum maximum Wilted,aom-concept,aom-livestock,staging
AOM_001407,Panicum maximum,aom-concept,aom-livestock,staging
AOM_000697,Natural Pasture,aom-concept,aom-livestock,staging
AOM_000698,Natural Pasture Dried,aom-concept,aom-livestock,staging
AOM_001789,Pasture,aom-concept,aom-livestock,staging
AOM_006280,Pennisetum Dried,aom-concept,aom-livestock,staging
AOM_001443,Pennisetum,aom-concept,aom-livestock,staging
AOM_001713,Pennisetum clandestinum Dried,aom-concept,aom-livestock,staging
AOM_001714,Pennisetum clandestinum Dried Ground,aom-concept,aom-livestock,staging
AOM_001410,Pennisetum clandestinum Ensiled,aom-concept,aom-livestock,staging
AOM_001411,Pennisetum clandestinum Ground,aom-concept,aom-livestock,staging
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_002040,Pennisetum clandestinum Leaves,aom-concept,aom-livestock,staging
AOM_001409,Pennisetum clandestinum,aom-concept,aom-livestock,staging
AOM_001412,Pennisetum mezianum,aom-concept,aom-livestock,staging
AOM_001717,Pennisetum pedicellatum Dried,aom-concept,aom-livestock,staging
AOM_001718,Pennisetum pedicellatum Dried Ground,aom-concept,aom-livestock,staging
AOM_001413,Pennisetum pedicellatum,aom-concept,aom-livestock,staging
AOM_001441,Pennisetum petiolar,aom-concept,aom-livestock,staging
AOM_000689,Pennisetum purpureum,aom-concept,aom-livestock,staging
AOM_001721,Pennisetum purpureum Dried,aom-concept,aom-livestock,staging
AOM_001681,Pennisetum purpureum Dried Ground,aom-concept,aom-livestock,staging
AOM_006279,Pennisetum purpureum Ensiled,aom-concept,aom-livestock,staging
AOM_001720,Pennisetum purpureum Ground,aom-concept,aom-livestock,staging
AOM_006141,Pennisetum purpureum Wilted,aom-concept,aom-livestock,staging
AOM_001444,Pennisetum villosum,aom-concept,aom-livestock,staging
AOM_001445,Phalaris aquatica,aom-concept,aom-livestock,staging
AOM_001854,Plantago albicans,aom-concept,aom-livestock,staging
AOM_001855,Poaceae,aom-concept,aom-livestock,staging
AOM_001514,Pogonarthria squarrosa,aom-concept,aom-livestock,staging
AOM_002132,Rottboellia cochinchinensis,aom-concept,aom-livestock,staging
AOM_001689,Schizachyrium exile Urea Treated,aom-concept,aom-livestock,staging
AOM_001516,Schizachyrium exile,aom-concept,aom-livestock,staging
AOM_001517,Schizachyrium jeffreysii,aom-concept,aom-livestock,staging
AOM_001692,Schoenefeldia gracilis Dried,aom-concept,aom-livestock,staging
AOM_001518,Schoenefeldia gracilis,aom-concept,aom-livestock,staging
AOM_006315,Sorghum sudanense Dried,aom-concept,aom-livestock,staging
AOM_001446,Sorghum sudanense,aom-concept,aom-livestock,staging
AOM_006272,Sporobolus natalensis Dried,aom-concept,aom-livestock,staging
AOM_001448,Sporobolus natalensis,aom-concept,aom-livestock,staging
AOM_001449,Sporobolus panicoides,aom-concept,aom-livestock,staging
AOM_001900,Stereochlaena cameronii,aom-concept,aom-livestock,staging
AOM_001520,Stipa parviflora,aom-concept,aom-livestock,staging
AOM_001743,Stipa tenacissima Dried,aom-concept,aom-livestock,staging
AOM_001521,Stipa tenacissima,aom-concept,aom-livestock,staging
AOM_006257,Themeda triandra Dried Ground,aom-concept,aom-livestock,staging
AOM_006256,Themeda triandra Ground,aom-concept,aom-livestock,staging
AOM_001450,Themeda triandra,aom-concept,aom-livestock,staging
AOM_001522,Tripsacum,aom-concept,aom-livestock,staging
AOM_001523,Tripsacum laxum,aom-concept,aom-livestock,staging
AOM_006251,Tristachya leucothrix Ground,aom-concept,aom-livestock,staging
AOM_003104,Tristachya leucothrix,aom-concept,aom-livestock,staging
AOM_001452,Triticale,aom-concept,aom-livestock,staging
AOM_001455,Triticum,aom-concept,aom-livestock,staging
AOM_006250,Typha domingensis Ensiled Wilted,aom-concept,aom-livestock,staging
AOM_003931,Typha domingensis,aom-concept,aom-livestock,staging
AOM_001912,Unspecified Grass,aom-concept,aom-livestock,staging
AOM_001911,Unspecified Grass Dried,aom-concept,aom-livestock,staging
AOM_001910,Unspecified Grass Dried Ground,aom-concept,aom-livestock,staging
AOM_006242,Unspecified Grass Urea Treated,aom-concept,aom-livestock,staging
AOM_006252,Unspecified Grass Urea Treated Dried,aom-concept,aom-livestock,staging
AOM_000700,Unspecified Grazing,aom-concept,aom-livestock,staging
AOM_001454,Urochloa mosambicensis Dried,aom-concept,aom-livestock,staging
AOM_001453,Urochloa mosambicensis,aom-concept,aom-livestock,staging
AOM_000718,Forage Trees,aom-concept,aom-livestock,staging
AOM_002207,Acacia Albida Leaves,aom-concept,aom-livestock,staging
AOM_002206,Acacia Albida,aom-concept,aom-livestock,staging
AOM_001590,Acacia angustissima Dried,aom-concept,aom-livestock,staging
AOM_001592,Acacia angusitissima Leaves Dried Ensiled,aom-concept,aom-livestock,staging
AOM_001591,Acacia angustissima Leaves,aom-concept,aom-livestock,staging
AOM_000703,Acacia angustissima,aom-concept,aom-livestock,staging
AOM_006016,Acacia auriculiformis Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_003703,Acacia auriculiformis Leaves,aom-concept,aom-livestock,staging
AOM_001755,Acacia brevispica,aom-concept,aom-livestock,staging
AOM_006017,Acacia brevispica Leaves Crushed Dried,aom-concept,aom-livestock,staging
AOM_001757,Acacia brevispica Leaves Dried,aom-concept,aom-livestock,staging
AOM_001756,Acacia brevispica Leaves,aom-concept,aom-livestock,staging
AOM_001759,Acacia brevispica Pods Dried,aom-concept,aom-livestock,staging
AOM_001758,Acacia brevispica Pods,aom-concept,aom-livestock,staging
AOM_001118,Acacia cyanophylla,aom-concept,aom-livestock,staging
AOM_002202,Acacia dealbata Leaves,aom-concept,aom-livestock,staging
AOM_002201,Acacia dealbata,aom-concept,aom-livestock,staging
AOM_001762,Acacia etbaica Fruits Dried,aom-concept,aom-livestock,staging
AOM_001761,Acacia etbaica Fruits,aom-concept,aom-livestock,staging
AOM_001760,Acacia etbaica,aom-concept,aom-livestock,staging
AOM_006018,Acacia karroo Leaves Dried,aom-concept,aom-livestock,staging
AOM_001765,Acacia karroo Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001764,Acacia karroo Leaves,aom-concept,aom-livestock,staging
AOM_001763,Acacia karroo,aom-concept,aom-livestock,staging
AOM_006356,Acacia mearnsii Dried,aom-concept,aom-livestock,staging
AOM_006357,Acacia mearnsii Dried Ground,aom-concept,aom-livestock,staging
AOM_003105,Acacia mearnsii,aom-concept,aom-livestock,staging
AOM_003106,Acacia mearnsii Leaves,aom-concept,aom-livestock,staging
AOM_000704,Acacia nilotica,aom-concept,aom-livestock,staging
AOM_001594,Acacia nilotica Leaves Dried,aom-concept,aom-livestock,staging
AOM_001804,Acacia nilotica Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001593,Acacia nilotica Leaves,aom-concept,aom-livestock,staging
AOM_001596,Acacia nilotica Pods Dried,aom-concept,aom-livestock,staging
AOM_001595,Acacia nilotica Pods,aom-concept,aom-livestock,staging
AOM_001767,Acacia polyacantha Leaves,aom-concept,aom-livestock,staging
AOM_001768,Acacia polyacantha Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001766,Acacia polyacantha,aom-concept,aom-livestock,staging
AOM_001857,Acacia saligna Dried,aom-concept,aom-livestock,staging
AOM_006358,Acacia saligna Leaves and Soft Twig Dried,aom-concept,aom-livestock,staging
AOM_001120,Acacia saligna Leaves and Soft Twig,aom-concept,aom-livestock,staging
AOM_001119,Acacia saligna,aom-concept,aom-livestock,staging
AOM_001597,Acacia senegal Leaves Dried,aom-concept,aom-livestock,staging
AOM_006036,Acacia senegal Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001123,Acacia senegal Leaves,aom-concept,aom-livestock,staging
AOM_001598,Acacia senegal Pods Dried,aom-concept,aom-livestock,staging
AOM_001122,Acacia senegal Pods,aom-concept,aom-livestock,staging
AOM_001121,Acacia senegal,aom-concept,aom-livestock,staging
AOM_006037,Acacia seyal Wilted,aom-concept,aom-livestock,staging
AOM_003908,Acacia seyal,aom-concept,aom-livestock,staging
AOM_000705,Acacia sieberiana,aom-concept,aom-livestock,staging
AOM_001599,Acacia sieberiana Dried Ensiled Ground,aom-concept,aom-livestock,staging
AOM_002042,Acacia sieberiana Pods Dried,aom-concept,aom-livestock,staging
AOM_002043,Acacia sieberiana Pods Dried Ground,aom-concept,aom-livestock,staging
AOM_002041,Acacia sieberiana Pods,aom-concept,aom-livestock,staging
AOM_000706,Acacia tortilis,aom-concept,aom-livestock,staging
AOM_001604,Acacia tortilis Fruits Dried,aom-concept,aom-livestock,staging
AOM_001603,Acacia tortilis Fruits,aom-concept,aom-livestock,staging
AOM_002044,Acacia tortilis Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_006038,Acacia tortilis Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001125,Acacia tortilis Leaves,aom-concept,aom-livestock,staging
AOM_001602,Acacia tortilis Pods Dried,aom-concept,aom-livestock,staging
AOM_001601,Acacia tortilis Pods Ground,aom-concept,aom-livestock,staging
AOM_003961,Acacia tortilis Pods,aom-concept,aom-livestock,staging
AOM_003558,Acioa barteri Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_006196,Adansonia digitata Seed Cake Decorticated Ground,aom-concept,aom-livestock,staging
AOM_003970,Adansonia digitata Seed Cake Ground,aom-concept,aom-livestock,staging
AOM_006019,Adansonia digitata Seed Dried Fermented Ground,aom-concept,aom-livestock,staging
AOM_002346,Adansonia digitata Seed Ground,aom-concept,aom-livestock,staging
AOM_001790,Adansonia digitata Seed,aom-concept,aom-livestock,staging
AOM_001568,Adansonia digitata Seed Cake,aom-concept,aom-livestock,staging
AOM_001567,Adansonia digitata,aom-concept,aom-livestock,staging
AOM_002046,Afzelia africana Dried,aom-concept,aom-livestock,staging
AOM_001127,Afzelia africana Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001699,Afzelia africana Leaves,aom-concept,aom-livestock,staging
AOM_006359,Afzelia africana Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_001126,Afzelia africana,aom-concept,aom-livestock,staging
AOM_002062,Albizia gummifera Dried,aom-concept,aom-livestock,staging
AOM_002061,Albizia gummifera,aom-concept,aom-livestock,staging
AOM_001794,Albizia harveyi Dried,aom-concept,aom-livestock,staging
AOM_001793,Albizia harveyi,aom-concept,aom-livestock,staging
AOM_002065,Albizia lebbeck Leaves Ground,aom-concept,aom-livestock,staging
AOM_002064,Albizia lebbeck Leaves,aom-concept,aom-livestock,staging
AOM_002063,Albizia lebbeck,aom-concept,aom-livestock,staging
AOM_006020,Alchornea cordifolia,aom-concept,aom-livestock,staging
AOM_003082,Anacardium occidentale Leaves,aom-concept,aom-livestock,staging
AOM_003582,Anacardium occidentale Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_003081,Anacardium occidentale,aom-concept,aom-livestock,staging
AOM_001609,Annona senegalensis Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001129,Annona senegalensis Leaves,aom-concept,aom-livestock,staging
AOM_006360,Annona senegalensis Leaves and Twigs Wilted,aom-concept,aom-livestock,staging
AOM_001128,Annona senegalensis,aom-concept,aom-livestock,staging
AOM_006024,Atriplex halimus Ensiled,aom-concept,aom-livestock,staging
AOM_002347,Atriplex halimus Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_001859,Atriplex nummularia Dried,aom-concept,aom-livestock,staging
AOM_002047,Atriplex nummularia Dried Ground,aom-concept,aom-livestock,staging
AOM_001858,Atriplex nummularia Leaves,aom-concept,aom-livestock,staging
AOM_002345,Atriplex nummularia Leaves and Twigs,aom-concept,aom-livestock,staging
AOM_001901,Atriplex nummularia,aom-concept,aom-livestock,staging
AOM_001612,Azadirachta indica Leaves Dried,aom-concept,aom-livestock,staging
AOM_006025,Azadirachta indica Leaves Wilted,aom-concept,aom-livestock,staging
AOM_001132,Azadirachta indica Leaves,aom-concept,aom-livestock,staging
AOM_001131,Azadirachta indica,aom-concept,aom-livestock,staging
AOM_006362,Balanites aegyptiaca Dried,aom-concept,aom-livestock,staging
AOM_006026,Balanites aegyptiaca Leaves Ground,aom-concept,aom-livestock,staging
AOM_003275,Balanites aegyptiaca Leaves,aom-concept,aom-livestock,staging
AOM_003075,Balanites aegyptiaca,aom-concept,aom-livestock,staging
AOM_006041,Berchemia discolor Leaves Crushed Dried,aom-concept,aom-livestock,staging
AOM_001862,Berchemia discolor Leaves Dried,aom-concept,aom-livestock,staging
AOM_001861,Berchemia discolor Leaves,aom-concept,aom-livestock,staging
AOM_001860,Berchemia discolor,aom-concept,aom-livestock,staging
AOM_003913,Bridelia ferruginea Leaves,aom-concept,aom-livestock,staging
AOM_006048,Calliandra calothyrsus Leaves Dried,aom-concept,aom-livestock,staging
AOM_002048,Calliandra calothyrsus Leaves Dried Ensiled,aom-concept,aom-livestock,staging
AOM_001701,Calliandra calothyrsus Leaves Dried Ground,aom-concept,aom-livestock,staging
AOM_001134,Calliandra calothyrsus Leaves,aom-concept,aom-livestock,staging
AOM_001133,Calliandra calothyrsus,aom-concept,aom-livestock,staging
AOM_001135,Calycotome villosa,aom-concept,aom-livestock,staging
AOM_001136,Carissa edulis,aom-concept,aom-livestock,staging
AOM_006063,Ceratonia siliqua Ground,aom-concept,aom-livestock,staging
AOM_001703,Chamaecytisus palmensis Dried,aom-concept,aom-livestock,staging
AOM_001631,Chamaecytisus palmensis Leaves Dried,aom-concept,aom-livestock,staging
AOM_001630,Chamaecytisus palmensis Leaves,aom-concept,aom-livestock,staging
AOM_001137,Chamaecytisus palmensis,aom-concept,aom-livestock,staging
AOM_006066,Citrus aurantifolia Dried Ground,aom-concept,aom-livestock,staging
