concept_id,preferred_label,cohort_scope,feed_material_direct_branch_ids,feed_material_direct_branch_labels,depth_from_feed_materials,depth_from_feed_additives,depth_from_feed_chemical_substances,current_parent_ids,current_parent_labels,direct_child_count,descendant_count,review_requirement
AOM_001817,Legume Residue,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000667,Legume Products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001818,Ensete ventricosum Corm,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100937,Ensete products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001819,Ensete ventricosum Leaves,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100937,Ensete products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001820,Potato Starch,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100938,Potato products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001821,Terminalia brownii,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,1,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001822,Terminalia brownii Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001821,Terminalia brownii,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001823,Terminalia brownii Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001822,Terminalia brownii Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001827,Popcorn Waste,feed-material-descendant,AOM_100987,Processed food by-products,2,,,AOM_100987,Processed food by-products,0,0,affected-descendant-inventory
AOM_001829,Biscuit Waste Ground,feed-material-descendant,AOM_100987,Processed food by-products,3,,,AOM_001838,Biscuit Waste,0,0,affected-descendant-inventory
AOM_001830,Biscuit Waste Dried Ground,feed-material-descendant,AOM_100987,Processed food by-products,3,,,AOM_001838,Biscuit Waste,0,0,affected-descendant-inventory
AOM_001832,Starch feed material,feed-material-descendant;direct-feed-material-child,AOM_001832,Starch feed material,1,,,AOM_100850,Feed materials,0,0,affected-descendant-inventory;row-level-disposition
AOM_001835,Oat Straw,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100860,Oat by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001836,Beet Pulp,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100908,Beet by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001837,Palm Oil Sludge,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100934,Palm products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001838,Biscuit Waste,feed-material-descendant,AOM_100987,Processed food by-products,2,,,AOM_100987,Processed food by-products,2,2,affected-descendant-inventory
AOM_001840,Sweet Potato Tuber,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_000680,Sweet Potato,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001841,Trifolium Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001529,Trifolium,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001842,Cabbage Discards,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100918,Cabbage by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001843,Baby Corn Stalk Dried Wilted,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001675,Baby Corn Stalk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001844,Maize Bran Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001614,Maize Bran,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001845,Malt Sprout,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001846,Pollard,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001847,Ficus sur,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000665,Fruit Product,1,3,affected-descendant-inventory;source-navigation-impact-review
AOM_001848,Ficus sur Fruits,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001847,Ficus sur,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001849,Ficus sur Fruits Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_001848,Ficus sur Fruits,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001850,Brassica oleracea,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_100924,Vegetable products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001851,Spirulina,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000683,Aquatic Plants,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001852,Water Hyacinth Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_000682,Water Hyacinth,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001853,Juncaceae,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001854,Plantago albicans,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001855,Poaceae,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001857,Acacia saligna Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001119,Acacia saligna,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001858,Atriplex nummularia Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001901,Atriplex nummularia,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001859,Atriplex nummularia Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001901,Atriplex nummularia,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001860,Berchemia discolor,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,1,3,affected-descendant-inventory;source-navigation-impact-review
AOM_001861,Berchemia discolor Leaves,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001860,Berchemia discolor,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001862,Berchemia discolor Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001861,Berchemia discolor Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001863,Chromolaena odorata Leaves Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001636,Chromolaena odorata Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001864,Forb,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000734,Other Forage Plants,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001865,Free Gossypol,chemical-identity-branch,,,,,1,AOM_101147,Feed chemical substances,0,0,identity-product-boundary-review
AOM_001866,Glycerol,feed-material-descendant;direct-feed-material-child;reported-concept,AOM_001866,Glycerol,1,,,AOM_100850,Feed materials,0,0,affected-descendant-inventory;row-level-disposition
AOM_001876,Atella,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001877,Clupeid Fish,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,1,1,affected-descendant-inventory
AOM_001878,Clupeid Fish Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001877,Clupeid Fish,0,0,affected-descendant-inventory
AOM_001879,Cod,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,1,1,affected-descendant-inventory
AOM_001880,Cod Liver Oil,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001879,Cod,0,0,affected-descendant-inventory
AOM_001881,Herring Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001882,Herring,0,0,affected-descendant-inventory
AOM_001882,Herring,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,1,1,affected-descendant-inventory
AOM_001883,Unspecified Bran Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_000563,Unspecified Bran,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001884,Brewers Grain,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_000594,Cereal ByProducts,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001885,Maize Straw Ensiled Urea Treated,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000572,Maize Straw,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001887,Wheat Straw,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100864,Wheat by-products,6,6,affected-descendant-inventory;source-navigation-impact-review
AOM_001888,Mango Seed Kernel Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001196,Mango Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001889,Orange Peels,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100887,Orange by-products,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001890,Groundnut Straw,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100869,Groundnut by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001891,Soybean Hull,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100852,Soybean by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001892,Sorghum Threshed Top,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100863,Sorghum by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001893,Hibiscus Seed,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100896,Hibiscus by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001894,Sunflower Seed Cake Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_100904,Sunflower by-products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001895,Oat,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000662,Cereal Products,3,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001896,Blue Lupin Grain,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_100930,Blue lupin products,2,2,affected-descendant-inventory;source-navigation-impact-review
AOM_001897,Sheanut,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,3,,,AOM_000677,Oil Plant Products,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001898,Bothriochloa dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100945,Bothriochloa forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001900,Stereochlaena cameronii,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001901,Atriplex nummularia,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,4,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001902,Sesbania sesban Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001740,Sesbania sesban Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001906,Blue Lupin Grain Roasted,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_001896,Blue Lupin Grain,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001907,Blue Lupin Grain Dried,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_001896,Blue Lupin Grain,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001909,Black Cumin Seed Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_001357,Black Cumin Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001910,Unspecified Grass Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001912,Unspecified Grass,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001911,Unspecified Grass Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001912,Unspecified Grass,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001912,Unspecified Grass,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000701,Cereal and Grass Forages,4,4,affected-descendant-inventory;source-navigation-impact-review
AOM_001913,Moringa oleifera Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_003903,Moringa oleifera Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001914,Opuntia ficus indica Cladode,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001166,Opuntia ficus indica,6,6,affected-descendant-inventory;source-navigation-impact-review
AOM_001915,Opuntia ficus indica Cladode Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001914,Opuntia ficus indica Cladode,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001916,Crop Byproduct,feed-material-descendant;direct-feed-material-child;crop-forage-navigation;reported-concept,AOM_001916,Crop Byproduct,1,,,AOM_100850,Feed materials,29,504,affected-descendant-inventory;row-level-disposition;source-navigation-impact-review
AOM_001918,Sesbania Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100965,Sesbania forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001919,Leucaena Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100959,Leucaena forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001922,Water,feed-material-descendant;direct-feed-material-child,AOM_001922,Water,1,,,AOM_100850,Feed materials,0,0,affected-descendant-inventory;row-level-disposition
AOM_001923,Shrimp Heads,feed-material-descendant,AOM_000559,Animal,4,,,AOM_100977,Shrimp feed materials,1,1,affected-descendant-inventory
AOM_001924,Shrimp Heads Ground,feed-material-descendant,AOM_000559,Animal,5,,,AOM_001923,Shrimp Heads,0,0,affected-descendant-inventory
AOM_001925,Fish Boiled Dried Ground,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,0,0,affected-descendant-inventory
AOM_001926,Menhaden Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_100980,Menhaden feed materials,0,0,affected-descendant-inventory
AOM_001927,Rainbow Trout,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,2,3,affected-descendant-inventory
AOM_001928,Rainbow Trout Viscera De-oiled Ensiled,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001927,Rainbow Trout,0,0,affected-descendant-inventory
AOM_001929,Sardine Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_002243,Sardine,0,0,affected-descendant-inventory
AOM_001930,Trout Oil,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001115,Trout,1,1,affected-descendant-inventory
AOM_001931,Tuna Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_002246,Tuna,0,0,affected-descendant-inventory
AOM_001932,Housefly Maggot Dried Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_100981,Housefly maggot feed materials,0,0,affected-descendant-inventory
AOM_001933,Termite Dried Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_002248,Termite,0,0,affected-descendant-inventory
AOM_001934,Winged Termite Dried Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_002248,Termite,0,0,affected-descendant-inventory
AOM_001935,Suckled milk,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000556,Milk,0,0,affected-descendant-inventory
AOM_001936,Giant Snail,feed-material-descendant,AOM_000559,Animal,3,,,AOM_001114,Mollusk,2,2,affected-descendant-inventory
AOM_001937,Giant Snail Boiled Dried Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_001936,Giant Snail,0,0,affected-descendant-inventory
AOM_001938,Chicken Offal Dried Ground,feed-material-descendant,AOM_000559,Animal,3,,,AOM_100983,Chicken feed materials,0,0,affected-descendant-inventory
AOM_001939,Rumen Contents Dried Ground,feed-material-descendant,AOM_100976,Animal by-products,3,,,AOM_001811,Rumen Contents,0,0,affected-descendant-inventory
AOM_001940,Chicken Manure Dried Ground,feed-material-descendant,AOM_000561,Animal Manures,3,,,AOM_006008,Chicken Manure,0,0,affected-descendant-inventory
AOM_001941,Poultry Litter Dried Ground,feed-material-descendant,AOM_000561,Animal Manures,3,,,AOM_001146,Poultry Litter,0,0,affected-descendant-inventory
AOM_001942,Maize Husk Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001299,Maize Husk,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001943,Maize Cob Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_000569,Maize Cob,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001944,Maize Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001298,Maize Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001945,Sorghum Brewers Grain Dried Refermented,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001813,Sorghum Brewers Grain,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001946,Plantain Peel Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001283,Plantain Peel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001947,Orange Peels Dried Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001889,Orange Peels,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001948,Common Bean Haulm Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001258,Common Bean Haulm,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001949,Soybean Flakes Defatted Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001361,Soybean Flakes Defatted,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001951,Sesame Seed Cake Autoclaved Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001440,Sesame Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001952,Beetroot Discards Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001439,Beetroot Discards,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001953,Potato Hash Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001281,Potato Hash,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001954,Sweet Potato Vine Ensiled,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,5,,,AOM_001267,Sweet Potato Vine,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001955,Cabbage Discards Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001842,Cabbage Discards,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001956,Tomato Waste,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,3,,,AOM_100920,Tomato by-products,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001957,Tomato Waste Dried,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001956,Tomato Waste,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001959,Oat Grain Dried Wilted,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_001331,Oat Grain,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001960,Soybean Full Fat Heated,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,4,,,AOM_001582,Soybean,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001961,Palm Oil Crude Ground,feed-material-descendant;crop-forage-navigation,AOM_100921,Crop product,5,,,AOM_000672,Palm Oil Crude,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001962,Potamogeton lucens Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001559,Potamogeton lucens Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001963,Potamogeton lucens Pods Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001560,Potamogeton lucens Pods,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001964,Spirulina Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001851,Spirulina,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001965,Grass Dried Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001809,Grass Dried,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001966,Pennisetum clandestinum Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_002040,Pennisetum clandestinum Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001967,Grewia spp.,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,3,,,AOM_000718,Forage Trees,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001968,Grewia similis Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_100954,Grewia similis forage materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001969,Jatropha curcas Kernel Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001154,Jatropha curcas Kernel,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001970,Jatropha curcas Cake Defatted Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_100958,Jatropha curcas press-cake materials,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001971,Jatropha curcas Seed Defatted Fermented Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001156,Jatropha curcas Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001973,Leucaena leucocephala Leaves Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001672,Leucaena leucocephala Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001974,Leucaena leucocephala Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001672,Leucaena leucocephala Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001976,Moringa oleifera Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001152,Moringa oleifera,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001977,Moringa oleifera Stalks Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001152,Moringa oleifera,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001978,Moringa oleifera Root Bark Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001152,Moringa oleifera,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001979,Moringa oleifera Leaves Extract,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001152,Moringa oleifera,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001980,Moringa stenopetala Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001791,Moringa stenopetala,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001981,Opuntia ficus indica Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001166,Opuntia ficus indica,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001982,Prosopis africana Seed,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001171,Prosopis africana,1,1,affected-descendant-inventory;source-navigation-impact-review
AOM_001983,Prosopis africana Seed Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001982,Prosopis africana Seed,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001984,Sesbania sesban Leaves and Twigs Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001230,Sesbania sesban Leaves and Twigs,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001985,Sesbania sesban Stalks Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_003079,Sesbania sesban,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001986,Gliciridia sepium Leaves Dried Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001800,Gliciridia sepium Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001988,Gliciridia sepium Leaves Ground,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,5,,,AOM_001800,Gliciridia sepium Leaves,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001990,Macroptilium atropurpureum Leaves Dried Ensiled,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001221,Macroptilium atropurpureum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001991,Macroptilium atropurpureum Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001221,Macroptilium atropurpureum,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001992,Pterocarpus erinaceus Leaves Dried,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001802,Pterocarpus erinaceus,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_001993,Vicia Dried Wilted,feed-material-descendant;crop-forage-navigation,AOM_000735,Forage Plants,4,,,AOM_001242,Vicia,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_002000,Noug Seed Cake,feed-material-descendant;crop-forage-navigation,AOM_001916,Crop Byproduct,4,,,AOM_001190,Noug,0,0,affected-descendant-inventory;source-navigation-impact-review
AOM_002005,Danish Fish Ground,feed-material-descendant,AOM_000559,Animal,4,,,AOM_100979,Danish fish feed materials,0,0,affected-descendant-inventory
AOM_002006,Fish Ensiled,feed-material-descendant,AOM_000559,Animal,3,,,AOM_000549,Fish,0,0,affected-descendant-inventory
AOM_002007,Fish Oil Heated,feed-material-descendant,AOM_000559,Animal,4,,,AOM_000544,Fish Oil,0,0,affected-descendant-inventory
