case_id,priority,top_branch,review_batch,candidate_parent_label,candidate_parent_path,candidate_depth,affected_child_count,affected_child_ids,sample_child_labels,nearest_explicit_ancestor_id,nearest_explicit_ancestor_path,same_label_existing_ids,review_question,decision,approved_parent_id,reviewer,review_date,evidence,rationale
PARENT-234,normal,Management,Management / Livestock Management,Panicum antidotale,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages/Panicum antidotale,8,1,AOM_006275,Panicum antidotale Dried,AOM_000701,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Cereal and Grass Forages,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-145,normal,Management,Management / Livestock Management,Acacia Seyal,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia Seyal,8,1,AOM_003908,Acacia seyal,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,AOM_003908,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-146,normal,Management,Management / Livestock Management,Acacia auriculiformis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acacia auriculiformis,8,1,AOM_003703,Acacia auriculiformis Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-147,normal,Management,Management / Livestock Management,Acioa barteri,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Acioa barteri,8,1,AOM_003558,Acioa barteri Leaves and Twigs,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-148,normal,Management,Management / Livestock Management,Annona senegalensis Leaves and Twigs,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Annona senegalensis/Annona senegalensis Leaves and Twigs,9,1,AOM_006360,Annona senegalensis Leaves and Twigs Wilted,AOM_001128,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Annona senegalensis,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-149,normal,Management,Management / Livestock Management,Atriplex halimus,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Atriplex halimus,8,2,AOM_002347;AOM_006024,Atriplex halimus Leaves and Twigs; Atriplex halimus Ensiled,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,AOM_001535,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-150,normal,Management,Management / Livestock Management,Bridelia ferruginea,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Bridelia ferruginea,8,1,AOM_003913,Bridelia ferruginea Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-151,normal,Management,Management / Livestock Management,Ceratonia siliqua,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ceratonia siliqua,8,1,AOM_006063,Ceratonia siliqua Ground,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-152,normal,Management,Management / Livestock Management,Delonix elata,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix elata,8,1,AOM_002067,Delonix elata Dried,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-153,normal,Management,Management / Livestock Management,Delonix regia,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Delonix regia,8,1,AOM_003919,Delonix regia Seed,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-154,normal,Management,Management / Livestock Management,Ficus gnaphalocarpa,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ficus gnaphalocarpa,8,1,AOM_006373,Ficus gnaphalocarpa Leaves and Twigs,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-155,normal,Management,Management / Livestock Management,Garcinia kola Seed,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Garcinia kola/Garcinia kola Seed,9,1,AOM_006104,Garcinia kola Seeds Dried Ground,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-156,normal,Management,Management / Livestock Management,Grewia similis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Grewia similis,8,1,AOM_001968,Grewia similis Dried,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-157,normal,Management,Management / Livestock Management,Harissonia abyssinica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Harissonia abyssinica,8,1,AOM_002090,Harissonia abyssinica Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-158,normal,Management,Management / Livestock Management,Hevea brasiliensis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Hevea brasiliensis,8,1,AOM_006118,Hevea brasiliensis Seed,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-159,medium,Management,Management / Livestock Management,Jatropha curcas,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas,8,3,AOM_001154;AOM_001156;AOM_003954,Jatropha curcas Kernel; Jatropha curcas Seed; Jatropha curcas Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-160,medium,Management,Management / Livestock Management,Jatropha curcas Cake,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Jatropha curcas/Jatropha curcas Cake,9,4,AOM_001970;AOM_002055;AOM_002130;AOM_002133,Jatropha curcas Cake Defatted Dried Ground; Jatropha curcas Cake Dried Ground; Jatropha curcas Cake Ground; Jatropha curcas Cake Defatted Ground,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-161,normal,Management,Management / Livestock Management,Leucaena Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Leucaena/Leucaena Leaves,9,1,AOM_001919,Leucaena Leaves Dried,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-162,normal,Management,Management / Livestock Management,Moringa oleifera Root Bark,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Root Bark,9,1,AOM_001978,Moringa oleifera Root Bark Dried Ground,AOM_001152,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-163,normal,Management,Management / Livestock Management,Moringa oleifera Stalks,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera/Moringa oleifera Stalks,9,1,AOM_001977,Moringa oleifera Stalks Dried Ground,AOM_001152,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa oleifera,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-164,normal,Management,Management / Livestock Management,Moringa stenopetala Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala/Moringa stenopetala Leaves,9,2,AOM_001980;AOM_006137,Moringa stenopetala Leaves Dried Ground; Moringa stenopetala Leaves Dried,AOM_001791,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Moringa stenopetala,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-165,normal,Management,Management / Livestock Management,Morus indica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus indica,8,1,AOM_002236,Morus indica Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-166,normal,Management,Management / Livestock Management,Myrtus communis,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Myrtus communis,8,1,AOM_003989,Myrtus communis Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-167,normal,Management,Management / Livestock Management,Olive,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Olive,8,1,AOM_000730,Olive Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-168,normal,Management,Management / Livestock Management,Oxytenanthera abyssinica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Oxytenanthera abyssinica,8,1,AOM_003915,Oxytenanthera abyssinica Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-169,normal,Management,Management / Livestock Management,Polyalthia longifolia Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia/Polyalthia longifolia Leaves,9,1,AOM_006293,Polyalthia longifolia Leaves Dried,AOM_002239,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Polyalthia longifolia,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-170,normal,Management,Management / Livestock Management,Prosopis Pods,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Prosopis/Prosopis Pods,9,1,AOM_002087,Prosopis Pods Ground,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-171,normal,Management,Management / Livestock Management,Psophocarpus scandens Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Psophocarpus scandens/Psophocarpus scandens Leaves,9,1,AOM_001723,Psophocarpus scandens Leaves Wilted,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,AOM_001531,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-172,normal,Management,Management / Livestock Management,Pterocarpus erinaceus Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Pterocarpus erinaceus/Pterocarpus erinaceus Leaves,9,1,AOM_001992,Pterocarpus erinaceus Leaves Dried,AOM_001802,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Pterocarpus erinaceus,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-173,normal,Management,Management / Livestock Management,Sesbania,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania,8,1,AOM_001918,Sesbania Dried,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-174,normal,Management,Management / Livestock Management,Sesbania goetzei Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania goetzei/Sesbania goetzei Leaves,9,1,AOM_001739,Sesbania goetzei Leaves Dried,AOM_001174,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania goetzei,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-175,normal,Management,Management / Livestock Management,Sesbania sesban Stalks,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania sesban/Sesbania sesban Stalks,9,1,AOM_001985,Sesbania sesban Stalks Wilted,AOM_003079,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Sesbania sesban,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-176,normal,Management,Management / Livestock Management,Vitex doniana,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Vitex doniana,8,2,AOM_003926;AOM_006184,Vitex doniana Leaves; Vitex doniana Ground Wilted,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-177,normal,Management,Management / Livestock Management,Ziziphus jujube,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Ziziphus jujube,8,1,AOM_003981,Ziziphus jujube Leaves,AOM_000718,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-178,normal,Management,Management / Livestock Management,Lablab purpureus Haulm,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Lablab purpureus/Lablab purpureus Haulm,9,1,AOM_006223,Lablab purpureus Haulm Dried,AOM_002204,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Lablab purpureus,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-179,normal,Management,Management / Livestock Management,Macroptilium atropurpureum Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Macroptilium atropurpureum/Macroptilium atropurpureum Leaves,9,1,AOM_001990,Macroptilium atropurpureum Leaves Dried Ensiled,AOM_001221,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Macroptilium atropurpureum,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-180,medium,Management,Management / Livestock Management,Mucuna pruriens Protein,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens/Mucuna pruriens Protein,9,4,AOM_003697;AOM_006232;AOM_006233;AOM_006400,Mucuna pruriens Protein Isolate; Mucuna pruriens Protein Isolate Alkali Treated Boiled Ground; Mucuna pruriens Protein Isolate Alkali Treated Dried Ground; Mucuna pruriens Protein Isolate Alkali Treated Boiled Decorticated Ground,AOM_001227,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Mucuna pruriens,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-181,normal,Management,Management / Livestock Management,Tamarind,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Tamarind,8,1,AOM_002231,Tamarind Leaves,AOM_000726,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages,AOM_006180,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-182,normal,Management,Management / Livestock Management,Trifolium quartinianum,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages/Trifolium quartinianum,8,1,AOM_006344,Trifolium quartinianum Dried,AOM_000726,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Legume Forages,AOM_000102,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-183,normal,Management,Management / Livestock Management,Amaranthus cruentus Leaves,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Amaranthus cruentus/Amaranthus cruentus Leaves,9,1,AOM_001534,Amaranthus cruentus Leaves Ground,AOM_001533,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Amaranthus cruentus,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-184,normal,Management,Management / Livestock Management,Bamboo,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Bamboo,8,1,AOM_002169,Bamboo Leaves,AOM_000734,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-185,normal,Management,Management / Livestock Management,Cochlospermum planchonii,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Cochlospermum planchonii,8,1,AOM_003879,Cochlospermum planchonii Rhizomes,AOM_000734,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-186,normal,Management,Management / Livestock Management,Lantana camara,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Lantana camara,8,1,AOM_002190,Lantana camara Leaves,AOM_000734,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-187,normal,Management,Management / Livestock Management,Mangifera indica,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Mangifera indica,8,2,AOM_003553;AOM_003683,Mangifera indica Leaves and Twigs; Mangifera indica Leaves,AOM_000734,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-188,normal,Management,Management / Livestock Management,Trachyspermum ammi,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants/Trachyspermum ammi,8,1,AOM_003905,Trachyspermum ammi Seed,AOM_000734,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Other Forage Plants,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-189,normal,Management,Management / Livestock Management,Food Byproducts,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Food Byproducts,7,1,AOM_003172,Food Waste,AOM_000781,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-190,normal,Management,Management / Livestock Management,Fossil Shell,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Fossil Shell,7,1,AOM_002191,Fossil Shell Ground,AOM_000781,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-191,normal,Management,Management / Livestock Management,Mineral,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Mineral,7,1,AOM_000772,Salt,AOM_000781,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,AOM_000779,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-192,medium,Management,Management / Livestock Management,Processed Food Byproducts,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Processed Food Byproducts,7,4,AOM_001827;AOM_001831;AOM_001838;AOM_003829,Popcorn Waste; Vitalite; Biscuit Waste; Bread Waste,AOM_000781,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-193,normal,Management,Management / Livestock Management,Untreated Organic Waste,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients/Untreated Organic Waste,7,2,AOM_006239;AOM_006240,Untreated Organic Waste Ground; Untreated Organic Waste Dried Fermented Ground,AOM_000781,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Other Ingredients,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-194,medium,Management,Management / Livestock Management,Herb or Extract,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract,7,4,AOM_001871;AOM_001903;AOM_003996;AOM_003997,Urtica dioica; Asteraceae; Sweet Basil; Clove Basil Leaves Extract,AOM_000736,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement,AOM_000811,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-195,normal,Management,Management / Livestock Management,Chamomile,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Herb or Extract/Chamomile,8,1,AOM_000752,Chamomile Flower,AOM_000736,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-196,normal,Management,Management / Livestock Management,Microalgae,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement/Microalgae,7,1,AOM_002200,Chlorella vulgaris,AOM_000736,Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Supplement,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-197,medium,Management,Management / Livestock Management,Biological Process,Management/Livestock Management/Feed Characteristic/Feed Process/Biological Process,5,4,AOM_000820;AOM_000830;AOM_003098;AOM_004500,Enzyme Treatment; Fermentation; Sprouted; Inoculation,AOM_000845,Management/Livestock Management/Feed Characteristic/Feed Process,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-198,medium,Management,Management / Livestock Management,Chemical Process,Management/Livestock Management/Feed Characteristic/Feed Process/Chemical Process,5,3,AOM_000818;AOM_000819;AOM_003202,Acid Treatment; Alkali Treatment; Molasses Treatment,AOM_000845,Management/Livestock Management/Feed Characteristic/Feed Process,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-199,normal,Management,Management / Livestock Management,Diet Source,Management/Livestock Management/Feed Management/Diet Source,4,2,AOM_000141;AOM_000142,On-farm; Purchased,AOM_000108,Management/Livestock Management/Feed Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-201,normal,Management,Management / Livestock Management,Grazing time,Management/Livestock Management/Grazing Management/Grazing time,4,2,AOM_000952;AOM_000953,per year; per cycle,AOM_100853,Management/Livestock Management/Grazing Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-202,medium,Management,Management / Livestock Management,Group Structure,Management/Livestock Management/Group Structure,3,3,AOM_000941;AOM_000942;AOM_000943,rearing stage group structure; sex group structure; genetic group structure,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-203,normal,Management,Management / Livestock Management,Animal Health,Management/Livestock Management/Herd Management/Animal Health,4,2,AOM_000173;AOM_000180,Disease Prevention; Monitoring,AOM_000151,Management/Livestock Management/Herd Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-204,normal,Management,Management / Livestock Management,Feed Management,Management/Livestock Management/Herd Management/Feed Management,4,1,AOM_000178,Growth Promotor,AOM_000151,Management/Livestock Management/Herd Management,AOM_000108,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-205,medium,Management,Management / Livestock Management,Livestock Abundance,Management/Livestock Management/Livestock Abundance,3,3,AOM_000937;AOM_000938;AOM_000940,animal biomass; stocking rate; animal density,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-206,medium,Management,Management / Livestock Management,Parity,Management/Livestock Management/Parity,3,7,AOM_002501;AOM_002502;AOM_002503;AOM_002504;AOM_002505;AOM_002506;AOM_002507,Primiparous; Multiparous; Mixed; First trimester; Second trimester,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
PARENT-207,medium,Management,Management / Livestock Management,Pasture Management,Management/Livestock Management/Pasture Management,3,7,AOM_000162;AOM_000164;AOM_000168;AOM_000169;AOM_000171;AOM_000172;AOM_000179,Conventional Pasture Management; Improved Pasture; Controlled Grazing; Cut and Carry; Optimization of Stocking Density,AOM_000107,Management/Livestock Management,,"Mint explicit intermediate concept, map to existing concept, reparent children, or reject hierarchy?",,,,,,
