concept_id,preferred_label,implementation_status,semantic_class,target_parent_id,status,reviewer,review_date,evidence,rationale
AOM_101106,Straw,retired-component-identity-held,,,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Component use retired; generic Straw material identity remains held.
AOM_101107,Vine,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101109,Material integrity,implemented-structural,,,approved,Pete Steward,2026-08-12,authority-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Whole grain can remain compositionally whole after grinding; integrity is misleading.
AOM_101110,Whole-grain component retention,implemented-cohort-e,,AOM_101115,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md;docs/methods/composition-form-and-retention-governance.md,Whole-grain label now exposes positive retention meaning independent of grinding.
AOM_101115,Feed component-retention states,implemented-cohort-e,,AOM_000328,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md;docs/methods/composition-form-and-retention-governance.md,Positive component-retention root retained outside measured composition.
AOM_101116,Whole-milk composition,deprecated-cohort-e,,,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md;docs/methods/composition-form-and-retention-governance.md,Product-specific state replaced by reusable Native-fat retention.
AOM_101117,Flower,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101121,Rhizome,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101122,Liver,implemented-structural,,,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain reusable anatomy value but place it under one component architecture.
AOM_101124,Distillation,implemented-structural,,,approved,Pete Steward,2026-08-12,process-definition-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101128,Rendering,hold,,,hold,Pete Steward,2026-08-12,requires-process-specific-evidence;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,Rendering can include separation but generic rendering does not always assert component recovery.
AOM_101130,Feed component separation processes,implemented-structural,,AOM_000845,approved,Pete Steward,2026-08-12,ontology-supported;docs/decisions/0044-feed-taxonomy-axis-reclassification.md;docs/methods/feed-taxonomy-governance.md,FoodOn uses component separation process for processes removing a component; Brewhouse processing does not satisfy that definition.
AOM_101134,Native-fat retention,implemented-cohort-e,,AOM_101115,approved,Pete Steward,2026-08-21,docs/decisions/0049-composition-form-and-component-retention-model.md;docs/methods/composition-form-and-retention-governance.md,Positive native-fat retention replaces legacy composition-state use.
AOM_100850,Feed materials,implemented,aom:FeedMaterial,AOM_000328,approved,Pete Steward,2026-08-16,EU-767-2009;EU-2011-25;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Retain feed materials as one product kind beneath broad Feed and keep source role process and composition independent.
AOM_101135,Feed additives,implemented,aom:FeedAdditive,AOM_000328,approved,Pete Steward,2026-08-16,EU-1831-2003;EU-2011-25;EU-2021-758;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Feed additives are legally distinct from feed materials and should remain a sibling product kind rather than a subtype.
AOM_101146,Feed-related chemical entities,implemented-cohort-d,,AOM_000328,approved,Pete Steward,2026-08-20,docs/decisions/0048-chemical-identity-composition-and-component-model.md;docs/methods/component-chemical-identity-governance.md,Chemical identity retained independently and renamed for clarity.
AOM_101147,Chemical substances,implemented,,AOM_101146,approved,Pete Steward,2026-08-16,EU-2011-25;EU-2021-758;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Do not move beneath Feed materials or Feed additives. Rename to remove product-kind implication and connect exact products to chemical identity explicitly.
AOM_101139,Mineral feed materials,implemented,aom:FeedMaterial,AOM_101160,approved,Pete Steward,2026-08-16,EU-767-2009;FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,Mineral materials are valid feed materials and low inclusion rate does not make them additives.
AOM_101159,Plant products and by-products,implemented,aom:FeedMaterial,AOM_100850,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,"Accepted editorial navigation category; source, product role, and legal status remain independent."
AOM_101160,Other feeds,implemented,aom:FeedMaterial,AOM_100850,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,"Accepted editorial navigation category; source, product role, and legal status remain independent."
AOM_101161,Other biological feed materials,implemented,aom:FeedMaterial,AOM_101160,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,"Accepted editorial navigation category; source, product role, and legal status remain independent."
AOM_101162,Unclassified feed materials,implemented,aom:FeedMaterial,AOM_101160,approved,Pete Steward,2026-08-16,FEEDIPEDIA-CATEGORIES;docs/decisions/0045-feed-product-kind-and-source-navigation.md;docs/methods/feed-taxonomy-governance.md,"Accepted editorial navigation category; source, product role, and legal status remain independent."
