concept_id,language,definition,source_column
AOM_006166,en,A feed material with governed source identity “cotton” and characteristics: ingredient part — Seed; processing method — Drying.,approved_definition_enrichment
AOM_006167,en,A feed material with governed source identity “fish processing waste” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006169,en,A feed material with governed source identity “groundnut” and characteristics: product role — Residue role.,approved_definition_enrichment
AOM_006170,en,A feed material with governed source identity “noug” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006171,en,"A feed material with governed source identity “jackfruit” and characteristics: ingredient part — Seed; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006172,en,"A feed material with governed source identity “jackfruit” and characteristics: ingredient part — Seed; processing method — Drying, Fermentation, Grinding.",approved_definition_enrichment
AOM_006173,en,A feed material with governed source identity “hibiscus” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_006174,en,"A feed material with governed source identity “lablab purpureus” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006175,en,"A feed material with governed source identity “maize” and characteristics: ingredient part — Straw; processing method — Ensiling, Fermentation.",approved_definition_enrichment
AOM_006176,en,"A feed material with governed source identity “mango” and characteristics: ingredient part — Seed; processing method — Crushing, Drying.",approved_definition_enrichment
AOM_006177,en,A feed material with governed source identity “ziziphus jujube” and characteristics: ingredient part — Leaf; processing method — Drying.,approved_definition_enrichment
AOM_006178,en,A feed material with governed source identity “citrus” and characteristics: feed product type — Processing pulp; processing method — Ensiling.,approved_definition_enrichment
AOM_006179,en,A feed material with governed source identity “wood ash” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006180,en,"A crop-product feed material with governed identity “tamarind”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006181,en,A feed material with governed source identity “wheat” and characteristics: ingredient part — Straw; processing method — Ensiling.,approved_definition_enrichment
AOM_006182,en,A feed material with governed source identity “watermelon” and characteristics: ingredient part — Vine; processing method — Drying.,approved_definition_enrichment
AOM_006183,en,"A feed material with governed source identity “watermelon” and characteristics: ingredient part — Vine; processing method — Drying, Fermentation.",approved_definition_enrichment
AOM_006184,en,"A feed material with governed source identity “vitex doniana” and characteristics: processing method — Grinding, Wilting.",approved_definition_enrichment
AOM_006185,en,"A feed material with governed source identity “vitex doniana” and characteristics: ingredient part — Leaf; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006186,en,"A feed material with governed source identity “viscum album” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006187,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Husk; processing method — Ensiling.,approved_definition_enrichment
AOM_006188,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Husk; processing method — Fermentation.,approved_definition_enrichment
AOM_006190,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Grinding.,approved_definition_enrichment
AOM_006191,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Drying.,approved_definition_enrichment
AOM_006192,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Drying, Ensiling, Urea treatment.",approved_definition_enrichment
AOM_006194,en,A feed material with governed source identity “shell” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006196,en,A feed material with governed source identity “adansonia digitata” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_006198,en,"A feed material with governed source identity “cochlospermum planchonii rhizomes” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006199,en,"A crop by-product feed ingredient with governed workbook identity “Teff”, classified within “Cereal ByProducts”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006200,en,A feed material with governed source identity “Garlic” and characteristics: ingredient constituent — Oil constituent.,approved_definition_enrichment
AOM_006201,en,"A feed material with governed source identity “khat leftover” and characteristics: processing method — Crushing, Drying.",approved_definition_enrichment
AOM_006203,en,A feed material with governed source identity “opuntia ficus indica” and characteristics: ingredient part — Peel.,approved_definition_enrichment
AOM_006204,en,A feed material with governed source identity “moringa oleifera” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006205,en,A feed material with governed source identity “opuntia ficus indica cladode” and characteristics: processing method — Crushing.,approved_definition_enrichment
AOM_006206,en,"A feed material with governed source identity “wheat” and characteristics: ingredient part — Straw; processing method — Ensiling, Fermentation.",approved_definition_enrichment
AOM_006207,en,A feed material with governed source identity “vernonia amygdalina” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006208,en,"A feed material with governed source identity “vernonia amygdalina” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006209,en,A feed material with governed source identity “vernonia amygdalina” and characteristics: ingredient part — Leaf; processing method — Drying.,approved_definition_enrichment
AOM_006210,en,"A feed material with governed source identity “vernonia amygdalina” and characteristics: ingredient part — Leaf; processing method — Crushing, Drying.",approved_definition_enrichment
AOM_006211,en,A feed material with governed source identity “vernonia amygdalina” and characteristics: processing method — Wilting.,approved_definition_enrichment
AOM_006212,en,A feed material with governed source identity “vachellia polyacantha” and characteristics: ingredient part — Leaf; processing method — Grinding.,approved_definition_enrichment
AOM_006213,en,"A feed material with governed source identity “bamboo molasse treated” and characteristics: ingredient part — Leaf; processing method — Drying, Ensiling, Urea treatment.",approved_definition_enrichment
AOM_006214,en,"A feed material with governed source identity “cassava grated” and characteristics: ingredient part — Peel; processing method — Pressing, Urea treatment.",approved_definition_enrichment
AOM_006215,en,"A feed material with governed source identity “cassava” and characteristics: ingredient part — Peel; processing method — Enzyme treatment, Grinding.",approved_definition_enrichment
AOM_006216,en,A feed material with governed source identity “cassava” and characteristics: ingredient part — Peel; processing method — Urea treatment.,approved_definition_enrichment
AOM_006217,en,"A feed material with governed source identity “citrus” and characteristics: feed product type — Processing pulp; processing method — Alkali treatment, Drying, Fermentation.",approved_definition_enrichment
AOM_006218,en,"A feed material with governed source identity “maize” and characteristics: ingredient part — Cob; processing method — Enzyme treatment, Grinding.",approved_definition_enrichment
AOM_006219,en,"A feed material with governed source identity “delonix regia” and characteristics: ingredient part — Seed; processing method — Alkali treatment, Drying, Fermentation, Grinding.",approved_definition_enrichment
AOM_006220,en,A feed material with governed source identity “distillers” and characteristics: ingredient part — Grain; processing method — Drying.,approved_definition_enrichment
AOM_006221,en,A feed material with governed source identity “beet fodder” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006222,en,An AOM controlled category for “Unspecified Forage” within “Cereal ByProducts”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,approved_definition_enrichment
AOM_006223,en,A feed material with governed source identity “lablab purpureus haulm” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006224,en,A feed material with governed source identity “lima bean vein” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006226,en,"A feed material with governed source identity “maize” and characteristics: material component — Bran; processing method — Alkali treatment, Grinding.",approved_definition_enrichment
AOM_006227,en,"A feed material with governed source identity “moringa oleifera extract” and characteristics: ingredient part — Leaf; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006229,en,"A feed material with governed source identity “mucuna pruriens” and characteristics: ingredient part — Seed; processing method — Alkali treatment, Boiling, Grinding.",approved_definition_enrichment
AOM_006230,en,"A feed material with governed source identity “mucuna pruriens” and characteristics: ingredient part — Seed; processing method — Alkali treatment, Boiling, Drying, Grinding.",approved_definition_enrichment
AOM_006231,en,"A feed material with governed source identity “mucuna pruriens” and characteristics: ingredient part — Seed; processing method — Boiling, Drying, Grinding.",approved_definition_enrichment
AOM_006232,en,"A feed material with governed source identity “mucuna pruriens protein isolate” and characteristics: processing method — Alkali treatment, Boiling, Grinding.",approved_definition_enrichment
AOM_006233,en,"A feed material with governed source identity “mucuna pruriens protein isolate” and characteristics: processing method — Alkali treatment, Drying, Grinding.",approved_definition_enrichment
AOM_006234,en,A feed material with governed source identity “mucuna pruriens” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006236,en,"A forage feed material with governed workbook identity “Nassella Trichotoma”, classified within “Cereal and Grass Forages”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006237,en,"A feed material with governed source identity “olive” and characteristics: processing method — Ensiling, Enzyme treatment.",approved_definition_enrichment
AOM_006238,en,A feed material with governed source identity “onion veins” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006239,en,A feed material with governed source identity “untreated organic waste” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006240,en,"A feed material with governed source identity “untreated organic waste” and characteristics: processing method — Drying, Fermentation, Grinding.",approved_definition_enrichment
AOM_006241,en,An AOM controlled category for “Unspecified Yeast” within “Other Ingredients”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,approved_definition_enrichment
AOM_006242,en,A feed material with governed source identity “unspecified grass” and characteristics: processing method — Urea treatment.,approved_definition_enrichment
AOM_006244,en,A feed material with governed source identity “unspecified” and characteristics: ingredient part — Straw; processing method — Grinding.,approved_definition_enrichment
AOM_006250,en,"A feed material with governed source identity “typha domingensis” and characteristics: processing method — Ensiling, Wilting.",approved_definition_enrichment
AOM_006251,en,A feed material with governed source identity “tristachya leucothrix” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006252,en,"A feed material with governed source identity “unspecified grass” and characteristics: processing method — Drying, Urea treatment.",approved_definition_enrichment
AOM_006253,en,A feed material with governed source identity “trifolium” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006254,en,A feed material with governed source identity “trifolium repens” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006255,en,"A feed material with governed source identity “tithonia diversifolia” and characteristics: processing method — Ensiling, Wilting.",approved_definition_enrichment
AOM_006256,en,A feed material with governed source identity “themeda triandra” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006257,en,"A feed material with governed source identity “themeda triandra” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006258,en,A feed material with governed source identity “tephrosia polystachyum” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006259,en,"A feed material with governed source identity “teff” and characteristics: ingredient part — Straw; processing method — Ensiling, Fermentation, Urea treatment.",approved_definition_enrichment
AOM_006260,en,A feed material with governed source identity “teff” and characteristics: ingredient part — Straw; processing method — Drying.,approved_definition_enrichment
AOM_006261,en,A feed material with governed source identity “tectona grandis” and characteristics: ingredient part — Leaf; processing method — Wilting.,approved_definition_enrichment
AOM_006262,en,"A feed material with governed source identity “taro” and characteristics: ingredient part — Root; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006263,en,A feed material with governed source identity “sweet potato peels” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006264,en,"A feed material with governed source identity “sugarcane” and characteristics: ingredient part — Peel; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006266,en,A feed material with governed source identity “sugarcane bagasse” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006267,en,A feed material with governed source identity “sugarcane bagasse” and characteristics: processing method — Enzyme treatment.,approved_definition_enrichment
AOM_006268,en,A feed material with governed source identity “sugarcane bagasse” and characteristics: processing method — Fermentation.,approved_definition_enrichment
AOM_006269,en,A feed material with governed source identity “sugarcane bagasse” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006270,en,A feed material with governed source identity “sugar beet” and characteristics: processing method — Crushing.,approved_definition_enrichment
AOM_006271,en,A feed material with governed source identity “sugar beet” and characteristics: feed product type — Processing pulp; processing method — Drying.,approved_definition_enrichment
AOM_006272,en,A feed material with governed source identity “sporobolus natalensis” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006275,en,A feed material with governed source identity “panicum antidotale” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006276,en,"A feed material with governed source identity “panicum maximum” and characteristics: processing method — Ensiling, Wilting.",approved_definition_enrichment
AOM_006277,en,A feed material with governed source identity “panicum” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006278,en,A feed material with governed source identity “groundnut veins” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006279,en,A feed material with governed source identity “pennisetum purpureum” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006280,en,A feed material with governed source identity “pennisetum” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006290,en,"A feed material with governed source identity “phyllanthus amarus” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006292,en,A feed material with governed source identity “piliostigma thonningii” and characteristics: ingredient part — Pod; processing method — Crushing.,approved_definition_enrichment
AOM_006293,en,A feed material with governed source identity “polyalthia longifolia” and characteristics: ingredient part — Leaf; processing method — Drying.,approved_definition_enrichment
AOM_006295,en,"A feed material with governed source identity “prosopis juliflora” and characteristics: ingredient part — Pod; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006296,en,"A feed material with governed source identity “prosopis juliflora” and characteristics: ingredient part — Pod; processing method — Drying, Fermentation, Grinding.",approved_definition_enrichment
AOM_006297,en,A feed material with governed source identity “prosopis juliflora” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006299,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Husk; processing method — Enzyme treatment.,approved_definition_enrichment
AOM_006300,en,A feed material with governed source identity “rice offal” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006301,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Ensiling, Urea treatment.",approved_definition_enrichment
AOM_006302,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Urea treatment.,approved_definition_enrichment
AOM_006303,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Drying, Urea treatment.",approved_definition_enrichment
AOM_006304,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Fermentation, Grinding.",approved_definition_enrichment
AOM_006305,en,"A feed material with governed source identity “samanea saman” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006306,en,A feed material with governed source identity “samanea saman” and characteristics: processing method — Wilting.,approved_definition_enrichment
AOM_006307,en,A feed material with governed source identity “sesame” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_006308,en,"A feed material with governed source identity “sesbania sesban” and characteristics: ingredient part — Leaf; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006309,en,A feed material with governed source identity “sesbania sesban” and characteristics: ingredient part — Seed; processing method — Roasting.,approved_definition_enrichment
AOM_006310,en,A feed material with governed source identity “sesbania sesban” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006311,en,A feed material with governed source identity “sheanut” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006312,en,A feed material with governed source identity “sorghum” and characteristics: ingredient part — Husk; processing method — Urea treatment.,approved_definition_enrichment
AOM_006313,en,A feed material with governed source identity “sorghum” and characteristics: ingredient part — Straw; processing method — Crushing.,approved_definition_enrichment
AOM_006314,en,"A feed material with governed source identity “sorghum” and characteristics: ingredient part — Straw; processing method — Crushing, Drying, Fermentation.",approved_definition_enrichment
AOM_006315,en,A feed material with governed source identity “sorghum sudanense” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006316,en,A feed material with governed source identity “sorghum” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006317,en,"A feed material with governed source identity “soybean cheese waste” and characteristics: processing method — Crushing, Ensiling.",approved_definition_enrichment
AOM_006319,en,A feed material with governed source identity “soybean” and characteristics: ingredient part — Straw; processing method — Drying.,approved_definition_enrichment
AOM_006320,en,"A feed material with governed source identity “african yam bean” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006321,en,A feed material with governed source identity “trifolium alexandrinum” and characteristics: ingredient part — Straw; processing method — Urea treatment.,approved_definition_enrichment
AOM_006323,en,A feed material with governed source identity “Chamomile” and characteristics: ingredient part — Flower; product role — By-product role.,approved_definition_enrichment
AOM_006325,en,A feed material with governed source identity “flaxseed cold” and characteristics: processing method — Pressing.,approved_definition_enrichment
AOM_006326,en,"A feed material with governed source identity “piliostigma reticulatum” and characteristics: ingredient part — Pod; processing method — Crushing, Drying.",approved_definition_enrichment
AOM_006327,en,"A feed material with governed source identity “rosemary residues” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006328,en,"A feed material with governed source identity “sorghum” and characteristics: ingredient part — Straw; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006329,en,A feed material with governed source identity “soybean residue” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006331,en,"An AOM feed material with governed operational source identity “Agrivate”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006334,en,"A feed-supplement ingredient with governed workbook identity “Protected Fat”, classified within “Supplement”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006335,en,A feed material with governed source identity “rice offal” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006336,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006337,en,"A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Drying, Fermentation, Grinding.",approved_definition_enrichment
AOM_006338,en,A feed material with governed source identity “Sweet Basil” and characteristics: product role — By-product role.,approved_definition_enrichment
AOM_006339,en,"A feed-supplement ingredient with governed workbook identity “Anti fungi”, classified within “Supplement”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006340,en,"A probiotic feed ingredient with governed workbook identity “Propionibacterium freudenreinchi”, classified within “Probiotic”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006341,en,A feed material with governed source identity “moringa oleifera” and characteristics: ingredient part — Seed.,approved_definition_enrichment
AOM_006343,en,A feed material with governed source identity “moringa oleifera” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_006344,en,A feed material with governed source identity “trifolium quartinianum” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006345,en,"A feed material with governed source identity “soybean” and characteristics: ingredient part — Straw; processing method — Drying, Urea treatment.",approved_definition_enrichment
AOM_006346,en,A feed material with governed source identity “marula” and characteristics: ingredient part — Kernel.,approved_definition_enrichment
AOM_006347,en,A feed material with governed source identity “marula” and characteristics: ingredient part — Seed; processing method — Grinding.,approved_definition_enrichment
AOM_006348,en,A feed material with governed source identity “orange waste” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006349,en,"A feed ingredient with governed workbook identity “Pleurotus ostreatus”, classified within “Other Ingredients”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006350,en,"An AOM feed material with governed operational source identity “Bambusa bambos”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006351,en,"A forage feed material with governed workbook identity “Bambusa tulda”, classified within “Other Forage Plants”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006352,en,A feed material with governed source identity “cassava” and characteristics: ingredient part — Peel; processing method — Crushing.,approved_definition_enrichment
AOM_006353,en,"A feed material with governed source identity “cassava” and characteristics: ingredient part — Peel; processing method — Crushing, Urea treatment.",approved_definition_enrichment
AOM_006354,en,"A forage-plant feed material with governed source identity “dendrocalamus asper”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006355,en,"A forage-plant feed material with governed source identity “dendrocalamus strictus”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006356,en,A feed material with governed source identity “acacia mearnsii” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006357,en,"A feed material with governed source identity “acacia mearnsii” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006358,en,A feed material with governed source identity “acacia saligna and soft twig” and characteristics: ingredient part — Leaf; processing method — Drying.,approved_definition_enrichment
AOM_006359,en,A feed material with governed source identity “afzelia africana and twigs” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_006360,en,A feed material with governed source identity “annona senegalensis and twigs” and characteristics: ingredient part — Leaf; processing method — Wilting.,approved_definition_enrichment
AOM_006361,en,A feed material with governed source identity “baby maize stalk” and characteristics: processing method — Ensiling.,approved_definition_enrichment
AOM_006362,en,A feed material with governed source identity “balanites aegyptiaca” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006363,en,A feed material with governed source identity “bone” and characteristics: processing method — Crushing.,approved_definition_enrichment
AOM_006364,en,A feed material with governed source identity “bread waste” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006366,en,"A feed material with governed source identity “dichrostachys cinerea” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006368,en,"A feed material with governed source identity “eragrostis curvula” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006369,en,"An AOM feed material with governed operational source identity “Hyparrhenia”. Component, whole-material integrity, processing method, physical form, product role, composition, constituent, and nutritional properties are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006370,en,"A forage-plant feed material with governed source identity “euphorbia hirta”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006371,en,A feed material with governed source identity “faidherbia albida” and characteristics: processing method — Drying.,approved_definition_enrichment
AOM_006373,en,A feed material with governed source identity “ficus exasperata and twigs” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_006374,en,"A feed material with governed source identity “finger millet” and characteristics: ingredient part — Straw; processing method — Ensiling, Urea treatment.",approved_definition_enrichment
AOM_006375,en,"A forage feed material with governed workbook identity “Gigantochloa pseudoarundinacea”, classified within “Other Forage Plants”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified unless separately asserted.",approved_definition_enrichment
AOM_006376,en,A feed material with governed source identity “gliciridia sepium” and characteristics: ingredient part — Leaf; processing method — Wilting.,approved_definition_enrichment
AOM_006380,en,"A feed material with governed source identity “jojoba” and characteristics: processing method — Enzyme treatment, Grinding.",approved_definition_enrichment
AOM_006381,en,A feed material with governed source identity “leucaena leucocephala” and characteristics: ingredient part — Leaf; processing method — Wilting.,approved_definition_enrichment
AOM_006385,en,A feed material with governed source identity “pericopis laxiflora and twigs” and characteristics: ingredient part — Leaf.,approved_definition_enrichment
AOM_006387,en,"A forage-plant feed material with governed source identity “phyllostachys aurea”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006389,en,An AOM controlled category for “Organic Acid” within “Feed Ingredient”. Used to classify feed records at this scope; narrower material characteristics require separate assertions.,approved_definition_enrichment
AOM_006395,en,A feed material with governed source identity “tectona grandis” and characteristics: processing method — Wilting.,approved_definition_enrichment
AOM_006396,en,"A feed material with governed source identity “soybean” and characteristics: ingredient part — Straw; processing method — Drying, Molasses treatment, Urea treatment.",approved_definition_enrichment
AOM_006397,en,"A feed material with governed source identity “maize” and characteristics: ingredient part — Straw; processing method — Molasses treatment, Urea treatment.",approved_definition_enrichment
AOM_006399,en,"A feed material with governed source identity “mucuna pruriens” and characteristics: ingredient part — Seed; processing method — Alkali treatment, Boiling, Drying, Grinding.",approved_definition_enrichment
AOM_006400,en,"A feed material with governed source identity “mucuna pruriens protein isolate” and characteristics: processing method — Alkali treatment, Boiling, Grinding.",approved_definition_enrichment
AOM_006402,en,"A feed material with governed source identity “cassava waste” and characteristics: processing method — Drying, Fermentation.",approved_definition_enrichment
AOM_006403,en,"A feed material with governed source identity “sweet potato” and characteristics: ingredient part — Vine; processing method — Ensiling, Wilting.",approved_definition_enrichment
AOM_006404,en,"A feed material with governed source identity “cassava sieviate” and characteristics: processing method — Drying, Grinding.",approved_definition_enrichment
AOM_006406,en,"A forage-plant feed material with governed source identity “citrus aurantifolia”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006407,en,"A forage-plant feed material with governed source identity “enterolobium cyclocarpum”. Component, processing method, physical form, product role, integrity, composition, and constituent are unspecified at this concept level unless separately asserted.",approved_definition_enrichment
AOM_006408,en,A feed material with governed source identity “linseed” and characteristics: processing method — Grinding.,approved_definition_enrichment
AOM_006411,en,A feed material with governed source identity “palm” and characteristics: ingredient part — Kernel; processing method — Drying.,approved_definition_enrichment
AOM_006413,en,A feed material with governed source identity “rice” and characteristics: ingredient part — Straw; processing method — Ensiling.,approved_definition_enrichment
AOM_006500,en,"A feed material with governed source identity “mucuna pruriens” and characteristics: ingredient part — Seed; processing method — Boiling, Drying, Grinding, Soaking.",approved_definition_enrichment
AOM_00672,en,"A feed material with governed source identity “sugar beet” and characteristics: ingredient part — Leaf; processing method — Ensiling, Wilting.",approved_definition_enrichment
AOM_100849,en,Measured mineral-element content of feed material.,approved_definition_enrichment
AOM_100850,en,Component or constituent used in animal feed.,approved_definition_enrichment
AOM_100851,en,Feed materials derived from maize production or processing.,approved_definition_enrichment
AOM_100852,en,Feed materials derived from soybean production or processing.,approved_definition_enrichment
AOM_100853,en,Management of grazing intensity spatial allocation timing rest and animal use.,approved_definition_enrichment
AOM_100854,en,Variable cost attributable to a crop or livestock management activity.,approved_definition_enrichment
AOM_100855,en,Feed materials derived from baby corn production or processing.,approved_definition_enrichment
AOM_100856,en,Feed materials derived from barley production or processing.,approved_definition_enrichment
AOM_100857,en,Feed materials derived from Cheka production or processing.,approved_definition_enrichment
AOM_100858,en,Feed materials derived from finger millet production or processing.,approved_definition_enrichment
AOM_100859,en,Feed materials derived from millet production or processing.,approved_definition_enrichment
AOM_100860,en,Feed materials derived from oat production or processing.,approved_definition_enrichment
AOM_100861,en,Feed materials derived from rice production or processing.,approved_definition_enrichment
AOM_100862,en,Feed materials derived from rye production or processing.,approved_definition_enrichment
AOM_100863,en,Feed materials derived from sorghum production or processing.,approved_definition_enrichment
AOM_100864,en,Feed materials derived from wheat production or processing.,approved_definition_enrichment
AOM_100865,en,Feed materials derived from chickpea production or processing.,approved_definition_enrichment
AOM_100866,en,Feed materials derived from common bean production or processing.,approved_definition_enrichment
AOM_100867,en,Feed materials derived from cowpea production or processing.,approved_definition_enrichment
AOM_100868,en,Feed materials derived from fava bean production or processing.,approved_definition_enrichment
AOM_100869,en,Feed materials derived from groundnut production or processing.,approved_definition_enrichment
AOM_100870,en,Feed materials derived from guar bean production or processing.,approved_definition_enrichment
AOM_100871,en,Feed materials derived from lentil production or processing.,approved_definition_enrichment
AOM_100872,en,Feed materials derived from lima bean production or processing.,approved_definition_enrichment
AOM_100873,en,Feed materials derived from pea production or processing.,approved_definition_enrichment
AOM_100874,en,Feed materials derived from pigeon pea production or processing.,approved_definition_enrichment
AOM_100875,en,Feed materials derived from carob production or processing.,approved_definition_enrichment
AOM_100876,en,Feed materials derived from cocoa production or processing.,approved_definition_enrichment
AOM_100877,en,Feed materials derived from coffee production or processing.,approved_definition_enrichment
AOM_100878,en,Feed materials derived from khat production or processing.,approved_definition_enrichment
AOM_100879,en,Feed materials derived from banana production or processing.,approved_definition_enrichment
AOM_100880,en,Feed materials derived from citrus production or processing.,approved_definition_enrichment
AOM_100881,en,Feed materials derived from date production or processing.,approved_definition_enrichment
AOM_100882,en,Feed materials derived from grape production or processing.,approved_definition_enrichment
AOM_100883,en,Feed materials derived from jackfruit production or processing.,approved_definition_enrichment
AOM_100884,en,Feed materials derived from mango production or processing.,approved_definition_enrichment
AOM_100885,en,Feed materials derived from marula production or processing.,approved_definition_enrichment
