subject_id,preferred_label,target_scheme,target_id,target_uri,original_value,mapping_relation,decision,publish,status,definition_evidence_grade,reviewer,review_date,evidence,rationale
AOM_001465,Cynodon nlemfuensis,feedipedia,602,https://www.feedipedia.org/node/602,https://www.feedipedia.org/node/602,relatedMatch,retain_related_evidence_hold,true,review-held,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/602,Target may remain discoverable as related evidence but cannot support identity or definition while warned or unreachable.
AOM_001465,Cynodon nlemfuensis,world-flora-online,wfo-0000861248,,wfo-0000861248,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000861248,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001475,Lolium,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001475,Lolium,cpc-product,01919.02,,01919.02,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.02,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001475,Lolium,feedipedia,625,https://www.feedipedia.org/node/625,https://www.feedipedia.org/node/625,relatedMatch,retain_related_evidence_hold,true,review-held,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/625,Target may remain discoverable as related evidence but cannot support identity or definition while warned or unreachable.
AOM_001475,Lolium,ncbi-taxonomy,NCBITaxon_40666,http://purl.obolibrary.org/obo/NCBITaxon_40666,http://purl.obolibrary.org/obo/NCBITaxon_40666,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_40666,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001476,Lolium multiflorum,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001476,Lolium multiflorum,feedipedia,12543,https://www.feedipedia.org/node/12543,https://www.feedipedia.org/node/12543,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12543,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001476,Lolium multiflorum,ncbi-taxonomy,NCBITaxon_4521,http://purl.obolibrary.org/obo/NCBITaxon_4521,http://purl.obolibrary.org/obo/NCBITaxon_4521,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4521,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001476,Lolium multiflorum,world-flora-online,wfo-0000878425,,wfo-0000878425,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000878425,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001479,Megathyrsus maximus,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001479,Megathyrsus maximus,feedipedia,11521,https://www.feedipedia.org/node/11521,https://www.feedipedia.org/node/11521,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11521,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001479,Megathyrsus maximus,ncbi-taxonomy,NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,http://purl.obolibrary.org/obo/NCBITaxon_59788,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_59788,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001479,Megathyrsus maximus,world-flora-online,wfo-0000885123,,wfo-0000885123,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000885123,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,agrovoc,c_4889,http://aims.fao.org/aos/agrovoc/c_4889,http://aims.fao.org/aos/agrovoc/c_4889,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_4889,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,cpc-component,235,,235,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,235,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,cpc-product,01801,,01801,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01801,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,feedipedia,12340,https://www.feedipedia.org/node/12340,https://www.feedipedia.org/node/12340,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12340,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,ncbi-taxonomy,NCBITaxon_3555,http://purl.obolibrary.org/obo/NCBITaxon_3555,http://purl.obolibrary.org/obo/NCBITaxon_3555,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3555,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001482,Sugar Beet Molasses,world-flora-online,wfo-0001235049,,wfo-0001235049,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0001235049,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001523,Tripsacum laxum,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001523,Tripsacum laxum,feedipedia,12169,https://www.feedipedia.org/node/12169,https://www.feedipedia.org/node/12169,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12169,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001523,Tripsacum laxum,ncbi-taxonomy,NCBITaxon_2851936,http://purl.obolibrary.org/obo/NCBITaxon_2851936,http://purl.obolibrary.org/obo/NCBITaxon_2851936,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_2851936,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001523,Tripsacum laxum,world-flora-online,wfo-0000904833,,wfo-0000904833,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000904833,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001524,Piliostigma thonningii,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001524,Piliostigma thonningii,feedipedia,11645,https://www.feedipedia.org/node/11645,https://www.feedipedia.org/node/11645,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11645,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001524,Piliostigma thonningii,ncbi-taxonomy,NCBITaxon_653098,http://purl.obolibrary.org/obo/NCBITaxon_653098,http://purl.obolibrary.org/obo/NCBITaxon_653098,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_653098,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001524,Piliostigma thonningii,world-flora-online,wfo-0000170413,,wfo-0000170413,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000170413,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001526,Lotus corniculatus,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001526,Lotus corniculatus,feedipedia,219966,https://www.feedipedia.org/node/219966,https://www.feedipedia.org/node/219966,relatedMatch,retain_related_evidence_hold,true,review-held,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/219966,Target may remain discoverable as related evidence but cannot support identity or definition while warned or unreachable.
AOM_001526,Lotus corniculatus,ncbi-taxonomy,NCBITaxon_47247,http://purl.obolibrary.org/obo/NCBITaxon_47247,http://purl.obolibrary.org/obo/NCBITaxon_47247,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_47247,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001526,Lotus corniculatus,world-flora-online,wfo-0000212180,,wfo-0000212180,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000212180,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001527,Centrosema molle,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001527,Centrosema molle,feedipedia,11544,https://www.feedipedia.org/node/11544,https://www.feedipedia.org/node/11544,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11544,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001527,Centrosema molle,ncbi-taxonomy,NCBITaxon_1300970,http://purl.obolibrary.org/obo/NCBITaxon_1300970,http://purl.obolibrary.org/obo/NCBITaxon_1300970,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_1300970,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001527,Centrosema molle,world-flora-online,wfo-0000166036,,wfo-0000166036,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000166036,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001536,Chromolaena odorata,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001536,Chromolaena odorata,feedipedia,611,https://www.feedipedia.org/node/611,https://www.feedipedia.org/node/611,relatedMatch,retain_related_evidence_hold,true,review-held,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/611,Target may remain discoverable as related evidence but cannot support identity or definition while warned or unreachable.
AOM_001536,Chromolaena odorata,ncbi-taxonomy,NCBITaxon_103745,http://purl.obolibrary.org/obo/NCBITaxon_103745,http://purl.obolibrary.org/obo/NCBITaxon_103745,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_103745,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001536,Chromolaena odorata,world-flora-online,wfo-0000067484,,wfo-0000067484,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000067484,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001563,Ulva rigida,cpc-product,0493,,0493,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0493,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001563,Ulva rigida,feedipedia,19253,https://www.feedipedia.org/node/19253,https://www.feedipedia.org/node/19253,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/19253,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001563,Ulva rigida,ncbi-taxonomy,NCBITaxon_75689,http://purl.obolibrary.org/obo/NCBITaxon_75689,http://purl.obolibrary.org/obo/NCBITaxon_75689,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_75689,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001582,Soybean,agrovoc,c_14477,http://aims.fao.org/aos/agrovoc/c_14477,http://aims.fao.org/aos/agrovoc/c_14477,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_14477,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001582,Soybean,cpc-product,0141,,0141,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0141,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001582,Soybean,feedipedia,12625,https://www.feedipedia.org/node/12625,https://www.feedipedia.org/node/12625,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12625,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001582,Soybean,ncbi-taxonomy,NCBITaxon_3847,http://purl.obolibrary.org/obo/NCBITaxon_3847,http://purl.obolibrary.org/obo/NCBITaxon_3847,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_3847,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001582,Soybean,world-flora-online,wfo-0000181462,,wfo-0000181462,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000181462,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001603,Acacia tortilis Fruits,agrovoc,c_50,http://aims.fao.org/aos/agrovoc/c_50,http://aims.fao.org/aos/agrovoc/c_50,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_50,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001603,Acacia tortilis Fruits,ncbi-taxonomy,NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,http://purl.obolibrary.org/obo/NCBITaxon_138046,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_138046,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001603,Acacia tortilis Fruits,world-flora-online,wfo-0001428832,,wfo-0001428832,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0001428832,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,agrovoc,c_34065,http://aims.fao.org/aos/agrovoc/c_34065,http://aims.fao.org/aos/agrovoc/c_34065,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_34065,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,agrovoc,c_c0e6f391,http://aims.fao.org/aos/agrovoc/c_c0e6f391,http://aims.fao.org/aos/agrovoc/c_c0e6f391,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_c0e6f391,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,cpc-product,0117,,0117,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,0117,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,feedipedia,12390,https://www.feedipedia.org/node/12390,https://www.feedipedia.org/node/12390,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12390,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,ncbi-taxonomy,NCBITaxon_4498,http://purl.obolibrary.org/obo/NCBITaxon_4498,http://purl.obolibrary.org/obo/NCBITaxon_4498,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4498,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001618,Oat Fodder,world-flora-online,wfo-0000852231,,wfo-0000852231,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000852231,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001675,Baby Corn Stalk,agrovoc,c_d859f064,http://aims.fao.org/aos/agrovoc/c_d859f064,http://aims.fao.org/aos/agrovoc/c_d859f064,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_d859f064,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001675,Baby Corn Stalk,ncbi-taxonomy,NCBITaxon_4577,http://purl.obolibrary.org/obo/NCBITaxon_4577,http://purl.obolibrary.org/obo/NCBITaxon_4577,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_4577,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001675,Baby Corn Stalk,world-flora-online,wfo-0000907754,,wfo-0000907754,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000907754,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001760,Acacia etbaica,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_1323858907498,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001760,Acacia etbaica,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001760,Acacia etbaica,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_546664,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001760,Acacia etbaica,world-flora-online,wfo-0000195087,,wfo-0000195087,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000195087,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001761,Acacia etbaica Fruits,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_1323858907498,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001761,Acacia etbaica Fruits,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_546664,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001761,Acacia etbaica Fruits,world-flora-online,wfo-0000195087,,wfo-0000195087,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000195087,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001766,Acacia polyacantha,agrovoc,c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,http://aims.fao.org/aos/agrovoc/c_1323858907498,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_1323858907498,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001766,Acacia polyacantha,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001766,Acacia polyacantha,ncbi-taxonomy,NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,http://purl.obolibrary.org/obo/NCBITaxon_546664,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_546664,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001766,Acacia polyacantha,world-flora-online,wfo-0000209605,,wfo-0000209605,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000209605,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001771,Leucaena pallida,agrovoc,c_15843,http://aims.fao.org/aos/agrovoc/c_15843,http://aims.fao.org/aos/agrovoc/c_15843,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_15843,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
AOM_001771,Leucaena pallida,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001771,Leucaena pallida,ncbi-taxonomy,NCBITaxon_190754,http://purl.obolibrary.org/obo/NCBITaxon_190754,http://purl.obolibrary.org/obo/NCBITaxon_190754,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_190754,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001771,Leucaena pallida,world-flora-online,wfo-0000192527,,wfo-0000192527,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000192527,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001785,Elionurus muticus,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001785,Elionurus muticus,feedipedia,11772,https://www.feedipedia.org/node/11772,https://www.feedipedia.org/node/11772,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11772,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001785,Elionurus muticus,ncbi-taxonomy,NCBITaxon_91514,http://purl.obolibrary.org/obo/NCBITaxon_91514,http://purl.obolibrary.org/obo/NCBITaxon_91514,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_91514,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001785,Elionurus muticus,world-flora-online,wfo-0000865842,,wfo-0000865842,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000865842,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001797,Gliciridia sepium,cpc-component,01919.9,,01919.9,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,01919.9,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001797,Gliciridia sepium,feedipedia,11617,https://www.feedipedia.org/node/11617,https://www.feedipedia.org/node/11617,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/11617,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001797,Gliciridia sepium,ncbi-taxonomy,NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,http://purl.obolibrary.org/obo/NCBITaxon_167663,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,http://purl.obolibrary.org/obo/NCBITaxon_167663,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001797,Gliciridia sepium,world-flora-online,wfo-0000178022,,wfo-0000178022,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,wfo-0000178022,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001811,Rumen Contents,feedipedia,12538,https://www.feedipedia.org/node/12538,https://www.feedipedia.org/node/12538,relatedMatch,retain_related_nondefinitional,true,reviewed-related,insufficient,Pete Steward,2026-08-06,https://www.feedipedia.org/node/12538,"Cross-domain or granularity-mismatched target is useful related evidence, not synonymy or definition-grade identity evidence."
AOM_001817,Legume Residue,agrovoc,c_13356,http://aims.fao.org/aos/agrovoc/c_13356,http://aims.fao.org/aos/agrovoc/c_13356,relatedMatch,remove_contradictory_mapping,false,excluded,insufficient,Pete Steward,2026-08-06,http://aims.fao.org/aos/agrovoc/c_13356,Authority target identifies a different taxon or material; retain original value only in immutable audit cohort.
