concept_id,preferred_label,v29_action,v29_evidence_state,implementation_status,semantic_class,target_parent_id,decision_record,method_record,reviewer,review_date,rationale
AOM_101106,Straw,move,model-supported,implemented-structural,,AOM_101154,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Straw is a composite crop residue, not one anatomical structure."
AOM_101107,Vine,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101109,Material integrity,retire,authority-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Whole grain can remain compositionally whole after grinding; integrity is misleading.
AOM_101110,Whole-grain composition,rename-and-move,authority-supported,implemented-structural,,AOM_101115,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Whole grain means bran, germ, and endosperm retained in original proportions, including after grinding."
AOM_101115,Native-component retention states,rename-and-reparent,authority-supported,implemented-structural,,AOM_000196,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Positive retention assertions are clearer than absence-of-process assertions and work under open-world semantics.
AOM_101116,Whole-milk composition,retain-and-strengthen,requires-definition-evidence,hold,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,"Whole milk should use positive composition evidence, not merely absence of skimming."
AOM_101117,Flower,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101121,Rhizome,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101122,Liver,retain-and-reparent,ontology-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain reusable anatomy value but place it under one component architecture.
AOM_101124,Distillation,retain-with-reviewed-parent,process-definition-supported,implemented-structural,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Retain separation parent only when process definition removes or recovers a component or fraction.
AOM_101128,Rendering,remove-separation-parent,requires-process-specific-evidence,hold,,,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Rendering can include separation but generic rendering does not always assert component recovery.
AOM_101130,Feed component separation processes,rename-and-prune,ontology-supported,implemented-structural,,AOM_000845,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,FoodOn uses component separation process for processes removing a component; Brewhouse processing does not satisfy that definition.
AOM_101134,Native-fat-retained composition,rename-or-strengthen,model-supported,implemented-structural,,AOM_101115,docs/decisions/0044-feed-taxonomy-axis-reclassification.md,docs/methods/feed-taxonomy-governance.md,Pete Steward,2026-08-12,Not-defatted is unsafe as an inferred negative; assert retained native fat positively when source says full-fat.
