feed_material_id,target_property,target_concept_id,target_label,status,reviewer,review_date,evidence,rationale,rule_id,target_uri,target_type
AOM_001179,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001180,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001183,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001184,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001184,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001186,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001187,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001189,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001190,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001191,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001191,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001192,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001195,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001195,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001196,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001197,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001200,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001203,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001210,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001229,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001238,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001253,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001253,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001253,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001254,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001255,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001257,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001261,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001261,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001262,aom:moistureCondition,AOM_101054,Dried moisture condition,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,Approved Drying process supports dried moisture condition without implying one presentation form.,STRUCT-MOISTURE-DRYING,,
AOM_001262,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001263,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001266,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001267,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001268,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001271,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001272,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001273,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001274,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001276,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001276,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001277,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001278,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001279,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001279,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001280,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001283,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001285,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001286,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001290,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001291,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001292,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001293,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001293,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001294,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001295,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001295,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001297,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001298,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001299,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001300,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001300,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001301,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001301,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001303,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001304,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001304,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001306,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001306,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001307,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001307,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001311,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001312,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001314,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001318,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001321,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001322,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001323,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001324,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001332,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001335,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001335,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001336,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001336,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001337,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
AOM_001337,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001338,aom:productRole,AOM_101062,By-product role,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/legacy_records.csv;docs/decisions/0041-feed-material-structural-model.md,Canonical legacy by-product branch classification translated to explicit productRole; compatibility hierarchy retained.,STRUCT-ROLE-LEGACY-BYPRODUCT,,
AOM_001346,aom:presentationForm,AOM_101125,Comminuted particle form,approved-generated,Pete Steward,2026-08-11,data/livestock-staging/approved_generated_feed_material_facets.csv;docs/decisions/0042-feed-process-and-material-state-axes.md,"Approved Grinding process supports broad comminuted-particle presentation; bulk consistency, moisture, particle size, and meal/powder subtype remain unspecified.",STRUCT-FORM-GRINDING,,
