mapping_system,mapping_value,concept_ids,preferred_labels,candidate_count,status,recommended_action
Feedipedia,https://www.feedipedia.org/node/19833,AOM_000711;AOM_001913,Moringa oleifera Leaves Ground;Moringa oleifera Leaves Dried Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/19894,AOM_000716;AOM_001726,Tithonia diversifolia;Tithonia diversifolia Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/19916,AOM_001271;AOM_006319;AOM_006345;AOM_006396,Soybean Straw;Soybean Straw Dried;Soybean Straw Dried Urea Treated;Soybean Straw Dried Molasses Treated Urea Treated,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/20056,AOM_003897;AOM_006380,Jojoba Ground;Jojoba Enzyme Treated Ground,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/22432,AOM_001901;AOM_002345;AOM_002347,Atriplex nummularia;Atriplex nummularia Leaves and Twigs;Atriplex halimus Leaves and Twigs,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/22524,AOM_001876;AOM_006023,Atella;Atella Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/22607,AOM_001851;AOM_001964;AOM_006022,Spirulina;Spirulina Dried;Spirulina Ground,3,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/22889,AOM_001282;AOM_001818,Enset;Ensete ventricosum Corm,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/26001,AOM_006119;AOM_006369,Hyparrhenia hirta;Hyparrhenia,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/26513,AOM_002101;AOM_006263,Sweet Potato Peels;Sweet Potato Peels Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/27583,AOM_006171;AOM_006172;AOM_006346;AOM_006347,Jackfruit Seed Dried Ground;Jackfruit Seed Dried Fermented Ground;Marula Kernel Cake;Marula Seed Cake Ground,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/602,AOM_001465;AOM_006074,Cynodon nlemfuensis;Cynodon nlemfuensis Dried,2,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
Feedipedia,https://www.feedipedia.org/node/736,AOM_000557;AOM_000558;AOM_001610;AOM_006194,Oyster Shells;Shell;Oyster Shells Ground;Shell Ground,4,granularity-review-required,"Determine whether mapping identifies primary feed, component, processed material, or broad source; do not infer concept identity from shared code."
