issue_id,source_sheet,source_row,source_id,source_label,issue_type,field,current_value,severity,recommended_action,status,rationale,guided_action_class,guided_action,guided_status,source_edit_required,approval_status
SQ-0214,out_econ,21,out_econ:row:21,Saplings,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0215,out_econ,22,out_econ:row:22,Veterinary,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0216,out_econ,23,out_econ:row:23,Animal Feed,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0217,out_econ,24,out_econ:row:24,Transport,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0218,out_econ,25,out_econ:row:25,Equipment,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0219,out_econ,25,out_econ:row:25,Equipment,duplicate-contextual-variable-label,Variable,Equipment,high,model-cost-context-or-rename-scoped-variables,open,Same label is used for fixed acquisition/depreciation and variable rental/maintenance contexts.,semantic-decomposition,Use scoped measure identity plus explicit accounting context.,held,yes,pending
SQ-0220,out_econ,26,out_econ:row:26,Electricity,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0221,out_econ,27,out_econ:row:27,Irrigation,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0222,out_econ,28,out_econ:row:28,Fuel,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0223,out_econ,29,out_econ:row:29,Labor Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0224,out_econ,30,out_econ:row:30,Family Labor Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0225,out_econ,31,out_econ:row:31,Family Labor Cost (Male),placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0226,out_econ,32,out_econ:row:32,Family Labor Cost (Female),placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0227,out_econ,32,out_econ:row:32,Family Labor Cost (Female),definition-content-defect,Definition,"Family labor costs for men are considered. Family labor comes from the farming household and is often unpaid in smallholder systems. If costs are disaggregated by gende, please use the gendered categories instead of this one.",high,correct-sex-reference-in-definition,open,Definition does not reliably describe named economic variable.,source-correction,Approve corrected definition before identifier allocation.,held,yes,pending
SQ-0228,out_econ,33,out_econ:row:33,Hired Labor Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0229,out_econ,33,out_econ:row:33,Hired Labor Cost,definition-content-defect,Definition,"Family labor costs for women are considered. Family labor comes from the farming household and is often unpaid in smallholder systems. If costs are disaggregated by gende, please use the gendered categories instead of this one.",high,replace-family-labour-definition,open,Definition does not reliably describe named economic variable.,source-correction,Approve corrected definition before identifier allocation.,held,yes,pending
SQ-0230,out_econ,34,out_econ:row:34,Land Rent,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0231,out_econ,35,out_econ:row:35,Packaging material,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0232,out_econ,36,out_econ:row:36,Tax,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0233,out_econ,37,out_econ:row:37,Labor Opportunity Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0234,out_econ,38,out_econ:row:38,Capital Opportunity Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0235,out_econ,39,out_econ:row:39,Land Opportunity Cost,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0236,out_econ,40,out_econ:row:40,Product Value,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0237,out_econ,41,out_econ:row:41,Crop Sales,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0238,out_econ,42,out_econ:row:42,Animal Sales,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0239,out_econ,43,out_econ:row:43,Sale of produce,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0240,out_econ,44,out_econ:row:44,Sale of manure,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0241,out_econ,45,out_econ:row:45,Animal Rental Income,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0242,out_econ,46,out_econ:row:46,Household Consumption,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0243,out_econ,47,out_econ:row:47,Nutrient/Soil management,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0244,out_econ,47,out_econ:row:47,Nutrient/Soil management,definition-content-defect,Definition,E.g. compost or manure,high,replace-example-with-variable-definition,open,Definition does not reliably describe named economic variable.,source-correction,Approve corrected definition before identifier allocation.,held,yes,pending
SQ-0245,out_econ,48,out_econ:row:48,Animal labour,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0246,out_econ,49,out_econ:row:49,Monetary Societal Benefits,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0247,out_econ,49,out_econ:row:49,Monetary Societal Benefits,missing-definition,Definition,,high,correct-source-before-id-allocation,open,Economic variable lacks a definition.,source-correction,Supply approved definition or retain lifecycle hold.,held,yes,pending
SQ-0248,out_econ,50,out_econ:row:50,Non-monetary Societal Benefits,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0249,out_econ,50,out_econ:row:50,Non-monetary Societal Benefits,missing-definition,Definition,,high,correct-source-before-id-allocation,open,Economic variable lacks a definition.,source-correction,Supply approved definition or retain lifecycle hold.,held,yes,pending
SQ-0250,out_econ,51,out_econ:row:51,Tillage,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0251,out_econ,52,out_econ:row:52,Weeding,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0252,out_econ,53,out_econ:row:53,Harvesting,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0253,out_econ,54,out_econ:row:54,Threshing,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0254,out_econ,55,out_econ:row:55,Planting,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0255,out_econ,56,out_econ:row:56,Transplanting,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0256,out_econ,57,out_econ:row:57,Water Harvesting Structures,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0257,out_econ,58,out_econ:row:58,Erosion Control Structures,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0258,out_econ,59,out_econ:row:59,Spraying,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0259,out_econ,60,out_econ:row:60,Spreading,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0260,out_econ,61,out_econ:row:61,Preparing Beds,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0261,out_econ,62,out_econ:row:62,Pruning,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0262,out_econ,63,out_econ:row:63,Innoculants,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0263,out_econ,64,out_econ:row:64,Biopesticides,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0264,out_econ,65,out_econ:row:65,Soil Amendments,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
SQ-0265,out_econ,66,out_econ:row:66,Animal Bedding,placeholder-identifier,AOM,AOM_will_add_unique_value,high,hold-id-allocation,open,Placeholder is repeated across all rows and cannot identify a public concept.,source-correction,Replace placeholder only through governed identifier allocation after row approval.,held,yes,pending
